src,in_src,out_src,dst,in_dst,out_dst,depth,bound,reachable,runtime
53714884,17,153,24761,4604,233,2,2,False,23
3977808,2,103,60317177,108,112,2,2,False,8
5175696,38,136,36454546,24,101,2,2,False,7
2087080,22,188,16069875,56,78,3,3,False,224
331105,290,185,57408753,1,161,3,3,False,10
4220602,71,85,57928446,43,153,4,4,True,543
3895800,51,157,796133,13,99,4,4,False,468
2204271,139,99,26418933,28,77,2,2,False,7
39862207,24,111,11477630,66,138,4,4,True,725
609825,2966,510,5439447,90,84,3,4,True,369
8048874,72,79,186839,18,88,4,4,True,381
406573,440,238,61066,159,80,2,2,False,8
2527501,735,249,944781,176,90,2,2,False,9
107674,176,132,1229770,28,93,3,3,False,110
53358436,0,97,1848562,357,197,3,3,False,257
43538924,5,130,2334728,71,89,1,1,False,4
116691,379,211,564524,210,655,1,1,False,5
46332179,79,88,32700133,12,634,4,4,True,433
12599768,8,106,397578,45,198,3,3,False,176
60343,1767,107,18862817,15,178,1,1,False,4
21856188,26,99,13312864,57,108,2,2,False,8
44135112,59,93,26306966,31,85,1,1,False,3
62964840,4,168,1327517,68,82,4,4,True,918
68492639,2,119,1493998,30,109,3,3,False,137
17850216,51,118,2739528,30,128,2,2,False,7
4040110,32,132,8818712,40,81,2,2,False,7
95537,215,166,1528280,56,125,4,4,True,878
398478,649,230,14558899,33,83,4,4,True,1074
31927322,52,106,52268202,203,154,1,1,False,4
20215,254,110,1276205,5,161,1,1,False,4
2795601,80,85,3193531,60,79,3,3,False,246
23956948,14,101,8349012,75,108,2,2,False,8
48388684,5,106,9931972,276,164,1,1,False,4
3068547,432,177,1212884,67,121,1,1,False,4
30528772,5,80,3702884,318,183,3,3,True,343
905778,156,135,851244,238,110,2,2,False,9
63005551,10,129,491026,980,131,3,3,True,523
10489872,49,88,1727373,13,294,2,2,False,7
27582408,5,82,6399993,197,203,4,4,True,1185
52279567,43,82,2231953,61,92,1,1,False,4
438476,182,156,2538901,17,234,1,1,False,4
15343376,78,84,6896522,39,118,3,3,False,164
6738558,28,78,65773918,4,108,1,1,False,4
2544842,40,201,690868,76,85,1,1,False,4
3598691,24,90,177228,760,206,3,3,True,402
1287364,8,202,40020838,25,120,2,2,True,8
1820400,127,220,39035130,4,181,1,1,False,5
2159179,42,113,7255312,148,159,3,3,False,443
22608452,35,179,55092,904,435,1,1,False,5
115694,65,78,57210462,1,77,2,2,False,7
8612991,58,149,900554,23,100,4,4,True,750
1612343,149,169,59858,194,107,3,3,True,628
58254,165,251,40933622,19,77,4,4,True,1091
6146972,261,184,1313078,101,131,2,4,True,9
46460122,3,115,11088620,94,118,3,3,False,364
6217695,51,83,21738849,115,105,3,4,True,344
58525930,0,239,663187,26,87,1,1,False,4
151121,284,161,347105,940,339,2,2,True,11
15443136,70,90,970386,224,270,3,3,True,405
371468,90,117,2466926,90,96,1,1,False,4
19208735,3,116,41552966,0,77,4,4,False,6
6618532,58,113,13095014,6,93,3,3,False,29
12595385,10,88,41765027,22,97,4,4,False,403
4884359,114,213,22194,4709,396,2,2,False,24
4829258,454,163,38889813,8,115,3,3,False,36
24028946,12,195,91024,186,154,2,2,False,9
39463808,106,91,36501454,20,111,2,2,False,7
31366021,12,84,41072520,23,81,2,2,False,7
51001425,33,77,2012310,113,120,2,2,False,7
2306978,540,186,9252619,13,82,4,4,True,800
4983430,135,224,1243930,10,96,4,4,False,43
18911362,6,109,33370967,17,91,2,2,False,7
2467481,53,92,3123510,6,345,2,2,False,6
26224333,0,176,51342751,6,81,4,4,False,97
21545151,35,84,2043296,21,262,3,3,False,86
3200100,42,82,21541441,19,78,2,2,False,7
876881,57,104,22226331,31,79,3,3,False,117
40694880,34,147,9766328,3,258,3,3,False,17
7979272,9,81,585758,61,83,2,2,True,7
1075838,159,116,38871107,0,85,3,3,False,7
224622,547,221,11051602,5,129,1,1,False,4
437829,630,350,23656993,5,143,3,3,False,25
21017,663,216,3565308,40,110,2,2,False,8
23885313,4,131,9853731,2,144,4,4,False,180
2415632,54,78,23966679,120,221,2,2,False,8
873556,184,178,225178,131,148,2,2,False,9
9697221,68,79,22932933,238,534,2,2,False,9
471314,1784,246,13749241,8,120,3,3,False,37
5951042,38,101,3124002,54,85,4,4,True,654
1089216,16,295,50781817,31,89,2,2,False,9
23710819,108,114,478023,542,260,3,4,True,439
12580402,52,93,7884464,21,111,3,3,False,100
23707113,30,131,10140887,39,79,2,2,False,7
61465937,0,304,343003,193,204,3,4,True,744
624527,141,102,456506,73,81,3,3,True,435
3506905,63,95,1008245,34,86,3,3,True,134
9385377,126,108,43800323,1,128,4,4,False,20
2834752,103,81,168937,401,187,1,1,False,4
20275057,177,88,18782462,50,105,2,2,False,7
217450,3174,283,533174,52,104,3,3,False,250
42078188,4,170,1877521,65,88,3,3,True,260
41100067,18,87,15878352,2,83,1,1,False,4
37722272,108,85,31715,445,235,3,4,True,351
27599495,187,112,13073706,56,79,1,1,False,5
61166861,52,113,11700597,102,83,2,2,False,7
322960,223,83,624245,52,113,1,1,False,3
863220,69,78,2081791,75,135,1,1,False,3
513276,31,87,47303775,25,132,2,2,False,6
23929145,169,173,21904534,66,102,1,1,False,5
6021030,17,98,10979721,13,205,4,4,True,452
253774,36,195,9462579,14,84,1,1,False,5
27692705,34,152,262878,737,336,2,4,True,11
7523623,27,78,57219439,1,116,4,4,False,16
49158230,128,174,7955962,8,109,2,2,False,8
14627561,43,372,27671883,5,94,2,2,False,8
56925259,30,233,56048841,0,342,2,2,False,7
28625,116,100,34015852,6,96,2,2,False,6
7049580,57,83,45083053,37,81,4,4,True,518
21506762,90,85,60234867,6,79,3,3,False,27
40902752,43,306,21114826,133,371,4,4,False,581
449162,189,91,53935615,73,242,1,1,False,5
1766637,17,142,2284275,458,435,3,3,True,567
520000,12,448,41819834,150,176,2,2,False,9
24750653,69,100,413285,314,258,3,4,True,447
950135,45,81,2489441,151,86,2,2,False,9
653384,158,140,1400919,127,82,1,1,False,4
618649,272,184,7765391,51,133,2,2,False,8
27692705,34,152,55849087,2,106,3,3,False,15
28125682,27,113,25391138,20,88,2,2,False,7
2275377,52,174,5518041,560,133,1,1,False,4
3350564,28,101,37851317,55,134,1,1,False,3
327778,38,188,146103,285,115,2,2,False,9
886298,69,82,142841,467,128,1,1,False,4
367403,290,123,26369222,5,119,1,1,False,4
1537516,167,171,904269,423,99,1,1,False,4
2006235,73,82,23756787,22,85,3,3,False,86
1616231,13,104,523146,54,84,3,3,False,218
21626,803,247,67644127,10,86,3,3,False,42
14617681,4,123,306926,79,98,3,3,False,159
4239838,570,424,31270233,3,117,3,3,False,19
854492,161,100,21514,164,101,4,4,True,1036
4521866,15,120,1184919,323,128,4,4,True,1395
42595708,5,286,3248897,56,114,2,2,False,9
64862691,7,150,2414707,40,133,1,1,False,4
15493914,35,81,59434377,12,80,3,3,False,48
33365150,30,108,41564,719,259,3,3,True,400
14343235,15,87,765341,218,379,4,4,True,1241
1239315,569,252,1596794,105,172,4,4,True,1343
5403385,95,167,3046290,60,108,2,2,False,8
21342,5850,384,6197738,37,234,1,1,False,5
6830511,18,85,36669350,29,121,3,3,False,111
7955325,8163,588,6953968,42,79,2,2,False,9
1247736,79,252,28356,150,89,3,3,False,557
6696497,101,183,51609591,32,126,3,3,False,144
25491345,35,181,21625527,2,138,3,3,False,14
28347592,61,125,9428860,105,194,2,2,False,7
61041861,6,94,48716,659,437,2,2,False,9
857306,152,82,1640682,55,78,3,3,True,259
609030,65,99,2794632,25,146,2,2,False,8
3565169,132,126,10815416,33,111,4,4,True,633
15814322,44,80,7015506,16,160,4,4,False,386
7583732,20,77,31519104,51,97,3,3,False,196
7003662,29,123,5766429,71,87,3,3,False,284
28022,2950,172,51631435,66,97,3,3,False,252
42868046,10,101,7467794,67,94,1,1,False,5
26431478,105,157,184281,790,275,2,2,False,11
1227380,240,215,427017,541,749,1,1,False,4
10137443,91,92,441189,37,87,2,2,False,7
31715113,1,912,4073583,21,81,1,1,False,8
2326975,54,112,54321847,5,87,4,4,False,464
41706657,77,105,503164,474,236,2,2,False,9
52120159,34,83,45539065,53,87,3,4,True,205
6554820,91,82,48804486,269,286,1,1,False,4
33890198,49,96,11327697,54,108,2,2,False,7
35601071,9,93,20647263,37,167,1,1,False,3
2915373,188,202,1184919,323,128,3,3,True,859
48706,584,135,1419218,62,96,3,4,True,234
26046623,36,82,35095569,2,83,3,3,False,14
34323369,7,121,1001784,122,78,2,2,False,8
24834,153,105,18703707,9,103,3,3,False,53
131544,49,83,928007,139,115,4,4,True,863
358933,295,169,44926890,33,85,1,1,False,4
1051652,21,173,50518799,26,77,3,3,False,98
62841624,14,122,3875753,95,99,2,2,False,8
30872905,56,91,15974016,33,90,3,3,False,125
31333235,2,120,741926,470,130,1,1,False,4
17609060,27,130,22076456,23,1089,4,4,True,587
2609576,147,157,55982911,30,134,1,1,False,5
18292722,185,97,46252821,9,103,3,3,False,37
12670952,34,110,24048603,13,132,4,4,False,502
10185702,27,89,30793212,723,520,3,3,False,356
649853,56,105,21760,479,786,2,2,False,10
28387289,261,305,33295,727,375,2,2,False,12
3949844,501,364,29773383,74,100,3,3,True,297
1106816,687,113,17369902,4,81,2,2,False,8
674131,102,130,4727260,7,87,2,2,False,7
22322853,17,111,95651,119,103,3,3,False,440
350747,551,136,59629338,56,81,2,2,False,8
42093997,26,86,5849338,273,303,3,3,True,331
67292220,8,350,45675157,1,80,1,1,False,5
15586300,13,124,562444,259,306,3,3,True,694
2054869,3,202,17087029,26,112,2,2,False,8
183858,174,106,55800769,26,77,4,4,False,487
48886012,77,169,1885912,67,82,4,4,True,937
13016147,74,95,6761204,13,101,3,3,False,52
28285435,11,174,14330966,46,79,4,4,True,985
891973,27,133,32878884,4,1195,2,2,False,8
19849389,3,84,3165643,33,172,2,2,False,6
1578078,33,111,11313590,1,179,2,2,False,6
65165168,17,79,27439826,12,137,4,4,True,376
15669845,26,96,40555321,13,78,2,2,False,7
150243,1549,269,1564726,35,116,3,3,False,131
9197625,27,163,7875958,57,256,1,1,False,5
40263955,13,88,5025813,11,89,2,2,False,7
59632932,0,91,25226723,128,177,1,1,False,3
56275251,3,197,27675228,7,79,4,4,False,716
30852109,4,196,126830,57,120,1,1,False,4
35291248,26,145,11868760,104,159,3,3,True,381
21905326,103,157,6161213,74,80,3,3,False,544
60309435,12,137,13465328,12,160,3,3,False,52
1064122,30,88,63871591,0,79,1,1,False,4
21626385,0,355,40204638,32,127,4,4,False,591
61143677,72,131,24169158,24,86,3,3,False,91
11952703,15,82,53396122,86,95,3,3,True,344
2059704,102,205,4053553,32,92,1,1,False,5
17708915,26,145,37960356,47,104,1,1,False,4
26800017,0,506,31206,200,189,3,3,False,685
37497345,10,82,2875694,24,301,2,2,False,7
1808141,180,122,2214932,123,102,1,1,False,4
3285994,9,78,24307128,22,89,4,4,True,415
1509535,126,116,18435257,10,100,4,4,False,317
12173101,20,142,189396,293,162,1,1,False,4
24456183,4,80,14628019,15,156,1,1,False,4
389929,84,191,26314711,8,84,1,1,False,4
2794592,79,104,10178006,17,115,2,2,False,7
752678,25,83,3914977,40,113,2,4,True,7
31466498,43,85,192352,330,224,3,3,True,346
46724715,1,258,49664317,8,124,3,4,True,45
27320471,85,128,51259,666,188,3,3,False,517
3745801,88,112,45256877,9,102,2,2,False,8
7951920,51,92,38175404,62,138,3,4,True,305
428075,166,235,14627711,28,228,4,4,True,905
19171526,45,134,16698308,226,178,2,2,False,8
20540006,46,172,624773,165,143,2,2,False,8
2806785,43,100,1994789,323,97,1,1,False,4
11574539,17,250,61300301,8,210,2,2,False,7
19418185,108,132,3084027,117,128,3,3,False,589
1290448,108,305,11600,8362,354,2,2,True,33
42066015,15,85,3085111,16,89,1,1,False,5
4262371,361,159,94012,261,179,1,1,False,4
25894351,8,88,39468687,1,317,1,1,False,4
516498,122,78,28377,601,291,1,1,False,3
2953499,32,117,28765229,5,251,3,3,False,24
1901593,31,120,1127977,5,89,3,3,True,35
18169806,67,167,4546798,25,254,2,2,False,8
423762,221,170,41899054,4,89,4,4,True,731
61035581,26,78,1821662,23,85,3,3,False,102
2318782,30,375,2546101,133,101,3,3,True,548
31764300,69,206,20027571,39,79,1,1,False,5
52493898,28,329,58070936,252,160,1,1,False,5
20571130,10,93,734578,81,83,1,1,False,4
35299130,22,111,6912573,43,98,1,1,False,4
65542369,11,101,3264446,4,90,1,1,False,4
2605527,24,147,4922984,10,77,2,2,False,7
6933814,33,79,38973136,14,163,1,1,False,3
1776197,6,85,66237098,15,209,1,1,False,4
4853451,23,82,227452,155,88,3,4,True,358
1312292,33,113,30410534,14,188,1,1,False,4
63371712,0,77,18963298,37,212,4,4,True,305
1115768,61,475,3685673,138,79,3,4,True,524
14889718,11,245,2201413,101,97,1,1,False,5
6397470,18,91,24481846,270,180,4,4,True,1920
60035244,3,191,208765,345,117,3,3,False,780
1226799,271,169,6833156,87,152,3,3,False,328
1960395,291,168,48146213,1,249,2,2,False,7
569994,58,81,41278612,46,90,2,2,False,7
417462,53,109,309187,75,309,3,4,True,323
170531,74,102,1912229,101,105,2,2,False,8
21527677,27,84,612419,93,93,1,1,False,3
2243727,70,83,356593,196,109,2,3,True,8
10175345,20,77,8272738,49,86,2,2,False,7
1464955,77,91,21732,457,417,4,4,True,2077
91005,161,127,65570229,1,165,4,4,False,73
916718,219,161,5232199,39,196,1,1,False,5
1441780,229,163,1992632,35,112,2,2,False,7
24209098,25,141,14874080,26,79,3,3,False,102
5676685,56,109,59633622,0,96,4,4,False,7
3508376,426,115,9789040,3,121,4,4,False,313
904126,104,125,5187609,45,139,1,1,False,5
605287,32,122,56157455,3,242,4,4,False,36
18506409,23,158,2216926,95,141,3,4,True,379
39387518,52,219,16806446,16,141,3,3,False,66
933444,136,98,9537421,6,113,4,4,True,430
5827999,59,155,1083266,88,82,3,4,True,368
25364888,5,156,30699949,9,91,2,2,False,6
138913,75,93,7351032,1766,183,2,2,False,14
5144787,56,93,326528,140,287,3,3,True,403
1071783,27,160,59405052,41,126,4,4,False,357
2024913,168,178,8301622,95,115,1,1,False,4
29017846,5,77,4887734,21,87,3,3,False,86
398643,456,130,12320707,118,89,3,4,True,650
64624797,13,96,37176297,47,96,1,1,False,4
49345673,3,197,24984223,7,87,3,3,False,30
208697,167,226,606594,155,117,2,2,False,9
45600536,24,81,67119332,2,103,3,3,False,14
55949087,62,77,5829141,19,80,2,2,False,7
1234808,22,84,19538531,32,86,2,2,False,7
1018033,61,94,103948,209,180,3,3,True,405
2512069,137,150,61286479,1,255,2,2,False,7
1278957,115,80,365014,60,124,2,2,False,7
4426856,21,114,14173664,28,80,2,2,False,7
2514298,28,100,433637,277,82,4,4,True,1480
2945500,41,93,7067419,42,111,1,1,False,4
1261548,109,200,27182,396,220,2,2,False,10
26373267,33,80,6365482,236,173,3,3,True,461
5571790,86,82,22608203,11,93,4,4,True,394
8844707,3,222,26558,546,182,3,3,True,1123
22563627,76,98,654872,122,128,3,3,False,398
22654563,41,104,28197001,55,93,3,3,False,221
6686851,32,114,2018913,22,176,1,1,False,5
3286721,1203,558,65206740,2,84,2,2,False,8
33353970,33,77,6436836,36,346,2,2,False,7
4373197,14,95,8964650,22,123,4,4,True,477
2655155,140,165,1165133,88,103,3,3,False,350
2317925,75,80,26764842,0,165,1,1,False,4
7964374,14,98,2805979,1145,253,1,1,False,4
85262,240,92,2592192,113,77,1,1,False,4
782670,291,96,38011080,24,95,1,1,False,4
3470317,112,202,6387827,233,85,2,2,False,9
1411312,19,79,1089286,111,119,3,4,True,332
37643583,68,103,2864397,52,79,3,3,False,195
5277818,76,143,19877943,4,217,1,1,False,4
10414196,24,252,601503,101,118,3,3,False,345
8601510,22,110,39179845,12,99,1,1,False,4
315567,688,129,5050049,52,81,3,3,False,220
5866571,52,94,4838458,89,131,2,2,True,8
9428840,36,81,52143899,35,283,1,1,False,3
866343,78,81,42764263,3,86,4,4,True,531
163417,458,249,53478530,5,111,4,4,False,1049
28308987,222,116,71299,759,269,2,2,False,10
11807678,9,159,19146770,0,91,1,1,False,4
4325660,14,428,2482363,25,103,2,2,False,9
17322701,821,249,14906673,57,114,2,2,False,9
2250710,22,82,873520,47,121,2,2,False,12
47142554,6,82,1676923,264,97,2,2,False,8
2079038,82,81,23756932,28,103,1,1,False,3
5110268,28,80,7603635,63,115,3,3,False,266
11219397,26,275,311840,178,148,1,1,False,4
21075791,8,81,884097,168,118,4,4,True,989
32178,957,147,34529052,309,105,1,1,False,4
12699793,39,98,15057457,244,113,2,2,False,8
9441837,151,149,5939929,13,170,2,2,False,10
557110,105,156,38822502,16,270,3,3,False,101
26198201,29,95,67993998,3,83,1,1,False,4
5210850,163,276,6946957,143,109,4,4,True,1564
440423,173,193,666925,73,170,2,2,False,8
3459441,10,206,1755868,182,168,1,1,False,5
674371,101,128,18054177,1,107,4,4,False,10
2201228,85,83,46279,3093,400,3,4,True,379
1115197,112,231,1602690,113,173,3,3,True,459
1130329,48,82,56655291,23,91,4,4,True,414
9980663,4,80,38309024,52,121,3,3,False,205
23702248,6,607,7930658,1,747,3,3,False,12
40838129,7,268,8349511,62,85,4,4,True,1391
29997549,104,172,1175371,175,169,3,3,True,776
852885,156,114,43535930,23,153,1,1,False,4
18933569,461,146,39513921,154,167,3,3,False,585
23757075,39,193,16624655,84,195,1,1,False,4
15934453,37,96,39838147,59,84,2,2,False,7
55991543,2,220,43782358,81,176,4,4,True,1193
461211,1465,363,1810719,29,78,2,2,False,9
3674789,253,303,19093155,59,98,3,3,True,238
39315299,33,120,355522,411,94,3,3,False,306
33878116,30,79,9098894,901,308,2,2,False,10
255840,906,221,30100647,23,96,4,4,True,987
871274,50,183,925525,95,88,3,4,True,410
3540762,104,95,61267062,6,82,4,4,False,48
4145230,93,115,3263650,2,139,2,2,False,7
2026862,142,121,873363,55,97,3,3,False,217
10407693,5,222,33205494,111,129,2,2,False,8
20388912,21,119,42079191,5,168,4,4,False,68
317592,52,79,32659528,215,81,1,1,False,4
22808822,46,87,3926618,30,124,2,2,False,6
10325816,289,122,762775,330,154,3,3,False,471
66691397,3,125,14459060,18,217,2,2,False,8
2018294,161,125,127090,95,129,2,2,False,8
34983797,20,95,61499,78,82,4,4,True,703
10636833,21,105,13250231,31,113,2,2,False,7
5502117,25,342,441235,266,162,1,1,False,5
300566,74,107,36856,2239,330,3,3,True,525
1438647,148,128,39950438,4,122,3,3,False,27
62073444,14,173,52447427,7,130,4,4,False,690
39488410,27,581,33687001,14,90,1,1,False,6
1999223,204,240,2690194,29,86,3,3,False,121
43435334,35,79,18113377,2,275,1,1,False,4
670911,177,204,23266996,1034,195,1,1,False,5
2429442,213,138,619020,327,106,1,1,False,5
547778,346,154,167485,137,152,2,2,False,8
2439716,119,107,4102653,4,131,4,4,False,32
6763268,11,78,749543,59,79,2,2,False,8
8634697,6,78,3469779,4,225,2,2,False,7
86901,315,110,48842100,27,142,1,1,False,3
895125,65,85,18454375,62,96,2,2,False,8
10812754,80,208,42163781,160,422,3,3,False,752
34940839,49,98,32314211,267,217,2,2,False,9
28121683,13,92,4486874,14,160,3,3,False,67
19783157,85,645,466528,664,295,2,2,False,13
21405590,4,163,35865297,4,96,3,3,False,21
212523,288,129,27622743,2,92,1,1,False,4
12636891,21,88,67693567,13,181,4,4,True,408
152004,331,208,23007455,30,103,1,1,False,5
783638,59,83,424298,370,373,4,4,True,1883
2917410,250,168,344919,51,93,1,1,False,5
5537189,86,101,9242460,28,199,1,1,False,4
31572559,85,95,6204282,11,172,2,2,False,7
40606037,40,296,28594353,140,79,4,4,True,1737
6920765,171,112,1561535,24,237,2,2,False,8
782581,52,382,1760829,237,173,2,2,False,9
1381453,20,81,23889465,3,115,3,3,False,17
21019,1900,291,22073480,41,89,3,3,True,187
36335429,103,81,9538091,36,117,4,4,True,474
29973,706,184,438546,46,100,4,4,True,924
52202939,8,107,20876,176,81,3,4,True,455
265848,206,119,66053043,12,80,2,2,False,8
39509646,23,179,112329,149,83,3,3,False,624
417101,77,106,395604,67,93,3,3,True,304
1556322,235,134,6312950,10,174,4,4,True,612
32988012,10,93,2606396,739,148,1,1,False,3
22465833,140,128,369155,440,425,1,1,False,3
52666502,5,81,9289433,194,189,1,1,False,3
8253644,14,89,470515,394,379,2,2,False,8
25049471,23,121,9742791,38,80,3,3,False,159
5053838,143,169,54095645,10,100,1,1,False,5
57501406,2,209,23765488,53,218,4,4,True,974
1130657,312,221,36214265,6,87,2,2,False,8
2094178,68,115,9175501,133,106,3,3,True,660
24825,300,167,24373725,2,1155,3,3,False,15
38992849,73,101,2367753,72,106,2,2,False,7
34881526,8,95,1343166,26,78,1,1,False,3
11752844,109,128,717024,67,91,2,3,True,7
17676137,18,220,4692238,63,79,4,4,True,1305
39782318,1,99,94366,120,94,3,3,False,410
15762798,6,94,3443827,117,91,3,3,True,370
1425732,175,80,2722912,53,128,1,1,False,4
3412785,629,142,37576593,4,158,1,1,False,4
9911978,43,178,20033131,10,87,4,4,True,864
40330576,30,101,1305142,32,83,4,4,True,350
571725,172,148,47778522,105,107,2,2,False,8
33146462,22,98,15167178,20,87,3,3,False,81
3622974,37,91,171621,128,131,4,4,True,938
628321,76,134,27964047,143,162,3,4,True,599
14176985,1,94,132748,165,122,1,1,False,4
2079170,121,115,12627582,18,252,3,3,False,71
34274901,19,130,24863767,34,200,2,2,False,7
42437,61,83,5776668,66,440,2,2,False,7
34516680,8,102,95927,92,103,3,3,False,387
2343971,77,120,1009437,23,79,4,4,True,620
18969184,25,283,2877528,50,98,2,2,False,9
225192,126,109,30871459,227,265,3,3,False,362
1258004,184,142,664492,196,215,3,3,False,571
26501808,428,324,9602181,28,87,1,1,False,5
18703744,28,114,411243,82,98,3,3,False,407
33543938,20,254,867884,89,96,2,2,False,9
16022862,9,95,317813,79,83,2,2,False,8
16106680,199,328,12661841,71,106,2,2,False,8
22329783,41,117,40798722,2,213,3,3,False,16
53517617,19,98,7170221,40,96,2,2,False,7
17438368,17,91,26408700,25,115,3,3,False,126
29259343,6,80,4217801,94,130,3,3,True,340
51924,36,568,5268492,20,138,3,4,True,101
2622088,98,101,3747504,82,195,4,4,True,714
727054,100,139,4411435,45,104,3,3,False,174
4143991,15,477,56212,1110,128,3,3,True,1476
21577,507,720,20282441,6,98,2,2,False,10
14551016,85,87,55513384,35,114,1,1,False,3
30235105,15,104,5943175,45,155,3,3,False,208
26994267,3,217,48255832,19,99,3,3,False,78
1931488,5,110,2267432,131,97,2,2,False,7
20366748,9,87,2824899,118,122,2,2,False,7
334479,5,138,2839380,122,189,1,1,False,3
58040562,34,81,14774043,37,93,1,1,False,3
63894575,25,299,157920,34,86,3,3,False,136
2504931,4,282,8653081,28,83,2,2,False,9
7834838,82,100,49506795,43,137,1,1,False,3
41563590,5,78,39900701,7,83,3,3,False,31
13605833,44,77,54683171,49,81,3,3,False,186
15950183,48,109,1001251,25,86,1,1,False,5
248001,215,100,55469100,60,134,2,2,False,7
502730,107,102,11092224,0,118,2,2,False,6
31822154,5,86,4082379,21,89,1,1,False,3
13667573,16,152,27740896,7,125,1,1,False,4
16458483,80,80,3410788,71,118,3,4,True,419
53241354,46,107,3606026,38,90,4,4,True,555
30873432,51,134,1949083,107,93,1,1,False,5
31928304,13,85,22529,716,114,2,2,False,11
39225384,47,80,6172926,11,93,4,4,False,357
567515,63,81,1310120,49,77,1,1,False,4
23791,793,299,876553,824,199,2,2,False,11
40166499,6,81,400719,135,155,2,2,False,7
2373848,72,83,2752999,32,140,2,2,False,7
3274202,121,192,16624046,4,95,3,3,False,21
277149,223,110,22163978,8,103,1,1,False,4
1266232,197,217,36569920,113,82,4,4,True,1163
1895805,67,86,3124002,54,85,3,3,False,214
793944,77,172,4387036,19,106,1,1,False,5
37736,548,149,91028,220,212,2,2,False,8
34122169,28,269,62458799,3,743,4,4,True,1206
9807715,63,84,36075621,62,145,3,3,False,250
211445,198,79,2146458,59,115,4,4,True,590
14464969,2,522,23011954,66,297,3,3,False,251
52656933,25,86,53820814,1,78,4,4,False,11
2498988,54,226,1451318,58,96,3,4,True,249
3536094,179,216,11728101,158,691,3,3,False,582
25669385,27,99,43511475,26,250,1,1,False,4
8187204,26,208,3002350,40,127,3,4,True,729
41346464,36,124,34587323,3,115,1,1,False,5
47369160,10,79,56327289,3,194,3,3,False,19
5240352,14,90,1257881,79,124,2,2,False,8
453260,80,114,40559735,65,109,1,1,False,4
67164800,9,89,4830418,45,131,4,4,True,546
52378181,42,208,200655,680,94,1,1,False,5
210472,468,368,20431889,61,150,4,4,True,1799
6284687,4,94,60212248,4,93,1,1,False,4
34836414,6,160,15791447,12,91,3,3,False,46
145143,159,327,2088102,156,124,2,2,False,10
12925911,153,154,38375978,10,102,2,2,False,7
19544544,13,193,19276625,21,87,2,2,False,7
18467323,119,86,59629380,12,90,3,3,False,50
44763178,59,114,28952,200,126,3,4,True,521
32039586,11,171,299476,183,90,1,1,False,5
40718787,8,102,11546241,58,195,1,1,False,3
8128910,4,113,8607350,51,103,1,1,False,4
12909557,34,95,11549075,158,266,2,4,True,7
63215969,68,135,15039329,43,97,3,3,False,176
1051978,105,163,54626126,87,85,1,1,False,4
15513672,37,92,48805826,178,128,4,4,True,1050
8938621,35,221,1009305,150,97,4,4,True,885
902520,43,78,42380,645,192,4,4,True,2658
84101,110,158,58547578,265,514,3,4,True,636
351417,67,80,14975869,105,110,3,4,True,344
96960,213,113,385724,15,78,3,3,False,63
47351793,2,325,574307,2493,240,2,2,False,17
443561,106,398,89514,1955,337,3,4,True,1545
334027,190,155,756506,33,99,2,2,False,8
13215526,140,81,13799933,27,79,1,1,False,4
25753381,246,144,9166271,221,213,3,3,False,579
16829936,77,100,263077,154,94,3,3,True,434
18623,4171,432,21634,427,154,2,3,True,11
62715924,5,415,35535220,34,91,4,4,True,1481
210597,161,232,758498,70,257,2,2,False,9
16279210,6,112,3192041,26,88,1,1,False,4
741765,133,213,1267347,539,164,2,2,False,10
54929898,39,108,45000311,34,82,1,1,False,4
56632962,1,110,61406,882,171,3,3,True,156
15143985,60,150,12104591,75,235,3,3,False,373
41766752,0,213,65138661,3,81,2,2,False,8
63984916,2,130,34163795,0,103,4,4,False,6
54820486,3,87,1634937,125,121,3,3,False,383
25946769,8,101,515266,609,157,1,1,False,4
68551277,1,87,56717168,4,409,3,3,False,20
547104,150,84,3917812,133,90,2,2,False,8
6533596,72,82,32676,897,119,1,1,False,4
45441045,127,190,37032556,33,169,4,4,True,849
64185470,30,258,48125,415,144,3,4,True,986
6473840,75,89,70703,116,242,2,2,False,8
518951,57,88,2561413,230,226,3,4,True,385
255272,308,164,217501,117,80,1,1,False,5
2422976,106,162,3260202,3,81,1,1,False,4
360753,262,209,51509965,18,84,3,3,False,73
10095213,372,195,392127,189,110,1,1,False,5
23779201,5,139,19537780,14,727,3,3,False,56
58165894,44,90,20694601,31,78,2,2,False,8
61080885,19,115,1862647,33,91,3,3,False,128
1780910,51,118,1971686,75,119,2,2,False,8
482936,18,91,7296395,43,99,2,2,False,7
26424405,110,86,2567241,66,94,4,4,True,732
44004,1387,214,5167989,75,97,3,3,False,272
51845765,33,105,1329649,12,93,1,1,False,5
42671535,0,228,530574,189,95,3,4,True,802
3112678,34,137,1269689,30,78,1,1,False,5
49765872,1,79,12465849,57,107,1,1,False,4
7667929,5,320,25801618,38,272,3,4,True,151
1966992,749,312,54118461,15,186,1,1,False,5
27619007,1060,304,11272599,44,84,1,1,False,5
167079,3373,755,972904,1498,114,2,2,False,16
2196369,73,103,24532432,3,168,4,4,False,456
2801368,6,139,4112682,76,141,1,1,False,5
5895349,72,87,61675771,22,130,4,4,True,465
27990946,35,80,57350660,1,329,3,3,False,10
30142,24,92,1587373,205,212,1,1,False,4
