src,in_src,out_src,dst,in_dst,out_dst,depth,bound,reachable,runtime
190382,3,110,25596979,14,135,4,4,False,208
40292343,7,94,27156438,30,80,3,3,False,122
62477716,9,79,2744006,14,80,2,2,False,8
62836736,1,349,48666395,74,125,4,4,True,1211
2833919,21,95,186505,89,120,3,4,True,463
8222430,2632,324,1570919,114,86,1,1,False,6
73882,127,102,1210642,1029,201,3,3,True,495
66335235,44,99,326894,15,86,2,2,False,8
58267795,16,159,301940,87,84,1,1,False,5
33445947,85,82,32149442,1,186,3,3,False,11
28209004,15,78,41058862,8,88,2,2,False,8
255602,1080,278,24992492,25,82,1,1,False,6
30450,967,162,738907,51,99,2,2,False,8
260803,164,92,34049829,14,102,1,1,False,4
47992222,165,117,26508413,176,213,3,3,False,553
31455082,40,88,29331520,6,126,3,3,False,41
4243347,224,155,124523,163,111,2,2,False,10
2705347,2,314,5828371,54,122,2,2,False,11
7932233,9,79,17550434,66,121,1,1,False,4
97778,1102,354,288344,72,390,3,4,True,411
4150444,36,111,12544741,2,238,2,2,False,9
623563,80,201,62897,33,95,2,2,False,10
191575,12,149,36399463,74,115,2,2,False,9
930727,171,175,1409949,129,122,1,1,False,5
66224924,0,100,31097001,4,90,1,1,False,5
40021009,352,273,437373,173,118,3,4,True,873
18994022,1460,310,1183393,222,187,3,4,True,987
28995647,23,174,1695966,456,305,1,1,False,5
23085581,4,157,10706525,20,194,2,2,False,8
44139118,2,123,5393987,76,81,1,1,False,5
26353708,29,87,3114706,103,173,3,3,False,436
22442826,26,122,30821110,19,96,2,2,False,9
57228343,1,108,682995,347,130,1,1,False,4
49162597,7,153,197557,99,89,2,2,False,9
7192724,6,110,55983360,3,579,2,2,False,8
1185562,76,87,1913177,134,141,3,4,True,387
34767462,4,137,35448307,23,107,1,1,False,5
40756007,7,80,305989,339,162,1,1,False,5
1794214,39,79,52845043,6,91,2,2,False,9
191246,191,124,11078340,3,103,4,4,False,124
98025,238,127,38301619,14,320,2,2,False,9
387904,275,126,2686087,397,87,1,1,False,5
22556,460,707,37553674,60,127,1,1,False,7
653320,57,124,10164146,43,135,3,3,False,213
59618829,102,152,5955888,129,96,3,3,False,557
36964854,90,156,6177330,33,77,3,3,False,160
3678710,22,96,1103173,60,280,1,1,False,5
16817601,16,92,40402351,14,109,2,2,False,10
2761984,77,103,6725368,55,107,4,4,True,743
7991220,24,86,19800557,2,94,2,2,False,8
31809,59,107,27308,6648,633,3,3,True,525
13026178,3,117,183868,31,123,2,2,False,9
37086283,2,108,1811620,78,163,2,2,False,8
68484448,32,99,13449450,62,126,3,3,False,268
7467014,2,100,51581988,17,96,4,4,True,470
24131466,35,117,3882647,95,142,4,4,True,865
13835492,39,78,21192346,58,100,1,1,False,4
11238858,9,99,143809,373,230,4,4,True,2077
10865837,3,113,3069637,79,113,1,1,False,5
4599840,3,192,330737,134,98,1,1,False,5
5938693,88,142,42854435,85,109,3,3,True,399
142027,166,155,43506094,326,112,4,4,True,2163
1933628,40,102,456485,124,211,1,1,False,5
1929803,29,90,12920325,34,127,4,4,True,569
20760,7036,546,1144717,93,170,3,3,True,497
642913,69,108,39657547,15,109,2,2,False,9
22312855,5,146,1163678,49,79,3,3,True,220
364923,69,97,169553,225,128,4,4,True,1432
219642,677,466,53376897,5,84,4,4,True,2198
2564128,6,297,1892047,29,179,3,3,False,139
20205614,3,99,36410594,2,207,3,3,False,15
486941,17,133,247752,193,166,4,4,True,1361
32659667,66,80,6926645,15,134,1,1,False,7
1455839,137,97,46656509,18,96,4,4,True,533
45265915,8,384,963435,115,78,4,4,True,1927
6152265,369,229,1578788,79,139,1,1,False,5
60537271,1,155,159120,46,115,2,2,False,9
5807082,196,267,5315482,52,380,3,3,True,226
66491,746,255,15425595,59,118,1,1,False,5
43764647,24,153,387165,85,115,2,2,False,9
25927652,229,162,253947,296,110,4,4,True,1899
42181952,3,156,32122781,213,215,4,4,True,1527
3466658,187,113,446433,229,91,3,3,True,492
50354,198,144,35640055,10,85,1,1,False,5
447541,535,154,24511511,178,91,3,3,True,704
36885567,10,137,183459,638,187,3,4,True,428
53215,489,139,46889774,24,82,3,4,True,139
42501662,48,82,51082554,16,160,4,4,False,427
1659894,36,143,12609620,43,79,2,2,False,9
411667,721,167,337662,414,319,1,1,False,5
746565,131,86,2054217,22,90,1,1,False,5
50340469,13,108,3341569,8,360,3,3,False,40
1723005,363,249,24355,8736,645,3,3,True,924
2888193,39,87,10750854,14,89,1,1,False,5
51404452,34,151,300692,147,111,3,4,True,719
50804063,1,125,57691929,24,252,4,4,False,590
15997118,47,150,3750798,70,1782,2,2,False,9
192691,184,81,10236819,158,87,3,3,False,280
59633532,1,105,1919472,404,103,3,3,True,275
8499401,200,537,4687387,9,138,2,2,False,11
9941268,5,201,30155133,30,386,2,2,False,9
797155,134,185,37186317,46,118,3,3,False,199
1239385,219,112,16413796,75,182,4,4,True,757
3621096,142,81,14208228,88,85,4,4,True,725
12010057,18,78,91021,125,77,3,3,True,372
42402232,0,492,35276829,4,207,1,1,False,7
11766542,36,135,3241426,7,138,3,4,True,35
4540823,15,82,25121702,27,95,2,2,False,8
32448081,1,104,39601582,9,83,2,2,False,9
578821,166,84,883786,42,106,2,2,False,8
24123079,82,86,1388846,429,78,3,4,True,403
52276917,30,111,23952896,50,94,4,4,True,638
8389282,95,142,67537,5176,232,1,1,False,4
18953183,621,150,6821624,33,129,2,2,False,8
233682,23,297,35647932,12,80,3,3,False,54
1449448,10,91,1007441,1069,204,4,4,True,4798
2565559,65,110,12451213,32,120,2,2,False,8
4271925,27,103,23736968,73,186,1,1,False,4
524923,378,182,58861379,0,89,3,3,False,8
28740001,18,143,903571,75,182,1,1,False,5
45710527,12,219,13235899,27,80,2,2,False,9
1044926,181,184,33528634,51,141,3,3,True,222
24287393,16,183,691642,6,157,1,1,False,4
87956,768,177,23234,1563,96,1,1,False,4
39353641,5,90,366377,1456,157,3,4,True,375
759048,89,106,262770,28,96,1,1,False,5
50626317,23,81,35962968,35,140,1,1,False,5
868594,242,111,1793875,580,88,2,2,False,11
51525157,170,88,15410957,3,80,3,3,False,18
195865,143,117,343857,224,120,1,1,False,4
1980774,132,329,170211,104,104,2,2,False,10
262146,37,88,207584,139,234,3,4,True,413
61515087,4,219,34639752,43,102,1,1,False,5
305121,86,84,29876515,18,86,4,4,True,469
51850649,96,106,2071689,47,91,1,1,False,4
1693395,106,100,5973202,21,117,3,4,True,143
603610,74,101,1568416,321,105,1,1,False,4
32782,401,218,886015,65,145,3,3,False,413
61270657,133,90,24737435,8,81,1,1,False,5
8413034,52,114,10734991,2,241,1,1,False,5
1705391,69,101,2047111,5,101,2,2,False,8
3374246,23,82,47479336,14,85,3,3,False,65
2995050,99,79,1840798,94,94,1,1,False,4
1077756,79,78,206516,125,116,4,4,True,841
8296018,47,155,42951113,4,87,1,1,False,5
2048277,71,89,6307095,193,81,1,1,False,4
1768396,107,304,13533468,158,131,2,2,False,10
9255765,296,327,1290722,13,92,1,1,False,5
2328034,86,79,1536977,50,91,1,1,False,4
3850679,18,92,52315795,17,109,4,4,True,483
28175824,31,231,53492,95,124,1,1,False,5
66074937,43,87,52125336,27,123,2,2,False,7
1912402,72,180,19186935,53,103,3,4,True,395
2253901,35,112,136729,230,81,2,2,False,9
29485,2697,342,397525,140,398,2,2,False,10
40860295,8,122,2403187,261,105,1,1,False,4
10040606,92,432,35499285,8,80,1,1,False,6
36088737,16,78,2157292,88,86,3,3,True,369
163835,328,181,4800442,74,370,4,4,False,1038
1689806,79,422,315472,380,384,3,3,True,1570
12364615,195,219,2617810,127,143,3,3,False,442
45604179,22,108,17498171,102,92,4,4,True,868
246579,215,143,177359,335,154,2,2,True,10
2843102,223,168,9570042,32,119,2,2,False,9
1047132,96,123,52664628,22,97,2,2,False,7
23765306,43,144,14655680,29,109,1,1,False,5
182741,134,112,310586,235,179,2,2,False,9
119765,479,213,42349593,382,197,3,4,True,985
52803,184,205,1031149,299,160,1,1,False,5
68040608,6,149,11480719,11,77,2,2,False,8
17193905,2,101,3026399,557,131,2,2,False,10
548190,269,123,819497,119,200,3,3,True,527
6844389,14,115,1577052,8,109,1,1,False,5
311781,144,144,16784418,10,84,4,4,True,688
11354111,98,146,37098154,32,179,1,1,False,5
1271694,61,100,25957874,29,313,1,1,False,5
7385671,6,105,20346525,39,126,2,2,False,8
49288642,45,86,1169105,29,96,3,3,False,158
15042266,70,89,10652149,5,228,4,4,True,350
1147818,9,151,16818635,27,110,1,1,False,5
9417255,145,110,5868496,250,143,4,4,True,1474
2353104,107,87,51631044,18,78,3,3,False,78
40577456,15,89,548862,163,148,3,3,True,395
63805193,33,109,34427561,173,78,3,3,False,524
64435824,18,166,967149,177,115,3,3,True,793
20210086,24,79,18835204,29,87,3,3,False,126
4023092,160,152,31734,926,258,2,4,True,13
60486885,9,83,93625,132,103,1,1,False,4
1047184,15,84,10242295,2,83,4,4,True,397
1248859,36,173,2885855,44,106,1,1,False,5
507000,64,150,17885079,59,213,2,2,False,8
603731,61,86,61288298,9,224,2,2,False,7
62816638,4,121,39961872,1,141,2,2,False,8
47528401,77,117,2102414,32,144,3,3,False,141
11084224,10,118,6775960,43,97,2,2,False,8
1873046,59,103,1921775,34,90,1,1,False,4
4590232,42,151,178120,69,91,1,1,False,5
26945252,11,83,19905903,10,154,2,2,False,8
29359053,16,79,25401,1570,476,2,4,True,14
2583472,76,123,4064857,35,88,4,4,True,715
192303,53,102,13477678,10,120,1,1,False,5
353980,63,89,57868455,3,326,2,2,False,8
175688,298,79,27400741,48,253,3,3,False,230
35203919,29,83,20311051,146,105,3,3,False,299
4023458,149,247,332718,504,111,3,4,True,1064
5891391,82,159,1235941,52,86,1,1,False,4
44763178,59,114,68170570,9,105,1,1,False,5
78262,1842,523,1889625,100,88,4,4,True,2807
1681201,32,79,1057538,85,114,2,2,False,9
3750739,3,375,218238,389,178,3,3,False,1155
1643731,75,103,34527030,42,85,1,1,False,5
39986327,13,146,32575460,9,383,1,1,False,5
23977565,36,91,309322,63,219,2,2,False,8
57777461,12,85,19638687,112,114,4,4,True,877
4366883,134,102,55980830,1,134,4,4,False,12
8141503,48,102,14674102,8,99,4,4,True,458
23756501,23,97,27947414,162,174,1,1,False,5
35196272,1,193,14837596,41,143,3,3,False,174
1943465,12,202,99123,295,254,1,1,False,5
12215324,15,83,2109609,440,96,2,2,False,10
46724863,1,348,7271170,1,79,3,3,False,12
56807644,49,104,33813749,25,87,4,4,True,625
52737054,7,153,1399249,117,78,3,4,True,483
128348,127,179,66575,740,176,1,1,False,5
31352461,4,126,4856675,35,114,1,1,False,4
18047295,8,92,45271575,1,121,1,1,False,4
57761296,23,204,435829,107,95,2,2,False,9
38780656,22,96,52154357,23,93,1,1,False,4
52650065,12,96,11192988,62,124,3,3,False,276
231785,5,212,24891285,4,86,2,2,False,9
36702440,24,87,188071,73,102,1,1,False,4
739641,14,128,66860993,28,77,2,2,False,8
12379017,42,98,46242474,4,242,4,4,False,227
826597,324,113,62069,218,289,3,4,True,414
60362059,9,114,20794678,7,136,3,3,False,37
943785,137,109,42387437,1,138,2,2,False,8
2585985,69,437,22530912,8,95,1,1,False,6
2021400,211,151,5535906,206,140,3,4,True,695
37803934,52,119,10030422,115,182,4,4,True,819
1234535,120,94,797977,23,83,3,3,False,129
1461752,327,117,1693407,16,81,1,1,False,5
2029641,11,83,38402,21,144,2,2,False,7
318713,96,90,3604572,50,155,4,4,True,564
1985292,397,87,5373015,3,82,4,4,True,631
2165269,63,314,21273435,8,106,1,1,False,6
3492951,73,121,405506,136,235,2,2,False,9
66297958,1,216,11403575,135,103,2,2,False,8
875949,23,618,55513705,15,203,4,4,True,690
565237,69,139,172878,641,280,2,2,False,12
31053529,60,102,38029638,4,94,3,3,False,23
36840,135,94,2915538,241,77,2,2,False,9
264545,228,169,18618953,2,168,3,3,False,17
26444270,103,105,2074118,792,135,4,4,True,3517
53808507,1,312,35603842,2,82,2,2,False,9
12739033,33,110,24224867,15,80,2,2,False,8
37584615,158,162,59420223,10,102,3,4,True,56
20586932,1,81,207691,92,113,2,2,False,9
41678749,48,111,1355180,817,120,2,2,False,11
57706926,198,302,28995398,11,140,4,4,False,1283
27133141,1,164,7340793,137,142,4,4,True,978
1226514,199,357,260769,150,92,1,1,False,5
3261308,97,276,28175444,234,145,1,1,False,5
1978904,12,257,29236684,7,95,3,3,False,37
16008899,9,83,55980150,1,100,2,2,False,8
489560,103,88,57665355,65,288,4,4,True,678
53072106,13,98,16983635,17,82,4,4,True,514
1031602,65,83,26476,90,100,2,2,False,9
365297,36,86,1327730,99,141,2,2,False,9
5935427,34,125,338457,139,136,4,4,True,962
2556671,21,81,769352,4,207,1,1,False,5
1089638,52,111,51112686,2,93,3,3,False,15
10147788,10,440,2808267,31,86,4,4,True,1928
39143290,4,86,5454008,433,451,1,1,False,4
1606878,24,131,46320983,79,86,3,3,False,341
43058794,16,115,353416,225,283,2,2,False,10
17141343,50,108,18127439,71,104,1,1,False,5
27765521,4,101,5790966,38,99,3,3,False,157
45554567,174,230,4021176,78,96,1,1,False,6
10180457,200,190,56189045,22,342,4,4,True,990
38771136,12,77,5774649,17,86,3,4,True,94
2322792,19,95,1353105,84,107,1,1,False,5
49516748,95,119,15133110,29,79,2,2,False,8
560511,110,104,145343,349,232,2,2,False,9
12790247,29,81,46594,374,127,2,2,False,11
57296678,0,83,39420908,77,129,2,2,False,8
11326295,12,88,35252176,6,251,2,2,False,7
49151253,150,154,1405072,15,98,2,2,False,8
849996,3,94,1187343,115,139,3,3,False,414
7309734,39,99,43710,655,218,1,1,False,4
36565517,92,100,15895988,59,82,1,1,False,5
111051,352,157,25057928,812,206,3,3,True,716
518023,300,190,546406,203,225,2,2,False,10
30952159,113,115,38187404,42,112,2,2,False,7
5153159,15,188,23501,2823,380,2,2,True,19
46717921,10,134,28387,1672,267,2,3,True,16
194575,39,103,29319170,142,93,1,1,False,5
709340,230,253,3812463,9,78,1,1,False,5
47612088,20,81,750333,85,93,1,1,False,5
39023797,37,81,42517411,110,147,3,4,True,398
216352,84,79,67499331,18,265,2,2,False,8
33585216,3,210,894753,45,86,1,1,False,5
31566791,81,104,7476782,67,122,2,2,False,8
1176232,221,145,105620,163,107,3,3,False,608
7151717,9,78,34698920,20,746,4,4,True,454
36040192,2,357,64646143,42,100,2,2,False,10
21024227,22,118,42062952,2,111,2,2,False,8
2423462,87,109,147084,259,135,3,4,True,522
5468241,97,84,39661657,20,99,3,3,False,93
2105822,57,88,44606153,74,128,1,1,False,5
7589387,85,111,22674493,6,153,2,2,False,8
39591257,33,84,2071284,107,226,1,1,False,5
240617,792,262,42932958,0,208,4,4,False,9
42710644,29,124,349039,215,91,3,3,False,557
10791881,16,105,519350,458,158,3,3,True,509
239427,258,329,52951080,58,208,4,4,False,1530
582944,98,113,2980241,33,108,2,2,False,10
50247,67,95,13276251,82,184,2,2,False,9
6518096,560,87,8564036,44,103,3,3,False,178
53011589,78,216,54199794,8,93,4,4,False,914
55918,78,106,6686528,36,125,3,3,False,155
54658137,9,102,4651799,60,115,4,4,True,708
21547824,1,84,56832329,38,167,2,2,False,8
680869,146,117,18983131,52,87,1,1,False,4
33220537,16,85,888587,68,207,1,1,False,4
1273909,66,79,52167629,161,104,1,1,False,4
9840443,27,77,67729221,0,91,4,4,False,8
58482133,82,83,6890694,16,107,3,3,False,69
30872437,55,100,58344460,3,180,3,3,False,20
34144676,33,105,3288540,91,85,1,1,False,4
6756102,7,111,218930,188,167,2,2,True,9
1590505,105,112,24957749,4,147,1,1,False,4
53620,212,83,55463097,3,79,3,3,False,19
1793113,86,102,11391701,110,290,2,2,False,9
3217254,130,112,66628,78,202,2,2,False,8
29462,1054,153,550718,599,270,3,4,True,714
1794986,695,216,182044,34,77,1,1,False,5
95642,231,154,54344031,10,461,3,3,False,63
31542543,32,94,7696076,3,119,4,4,False,214
43243307,2,116,54506858,52,93,1,1,False,4
1661066,80,93,21056580,10,308,1,1,False,4
876049,21,87,23669258,31,81,1,1,False,4
8462534,67,187,11264654,5,88,4,4,True,885
7921207,57,99,312314,264,252,2,2,False,10
11451764,24,83,582107,97,124,3,3,True,404
26528657,34,151,61112794,14,126,4,4,True,653
17982718,67,195,21880599,15,108,3,4,True,82
376728,393,196,4588007,116,98,4,4,True,1351
46710755,1,223,13609257,5,77,3,3,False,32
3131911,98,104,551702,34,89,2,2,False,8
4450552,50,98,55174669,46,96,2,2,False,8
37786516,1,152,1356000,75,105,2,2,False,9
2372819,203,113,40294,127,105,4,4,True,1016
28235637,20,115,60661749,5,98,4,4,True,536
874729,41,86,2931262,62,191,3,3,False,252
33809837,51,81,7259975,199,119,4,4,True,1260
39413735,62,228,60859939,3,80,3,3,False,21
3659444,68,142,922569,234,225,2,2,False,10
8742580,77,220,567875,159,96,3,3,True,673
70730,130,109,38399371,11,98,1,1,False,5
5175666,27,2088,7080565,55,89,4,4,True,8819
20908277,9,77,59618729,40,103,2,2,False,8
6322268,42,179,1689573,63,170,3,4,True,284
24392070,153,133,39974058,99,94,1,1,False,5
8472920,139,159,3934833,86,154,3,3,False,385
1799800,114,93,29098840,17,79,4,4,False,495
3833270,60,119,2516282,1168,441,3,4,True,582
48534265,10,82,1653820,40,125,3,3,False,185
725991,271,151,15890347,40,456,2,2,False,8
306325,764,447,44480551,29,98,4,4,True,2215
2577088,143,158,37593226,11,89,3,3,False,51
7745750,74,123,13591342,41,1909,4,4,False,750
27739,475,211,12995837,0,529,1,1,False,5
14302548,14,412,456405,235,182,2,2,False,11
35197805,9,81,149811,71,135,4,4,True,630
22987804,31,89,58018687,3,107,2,2,False,8
499268,134,247,37933612,10,205,4,4,False,577
613303,100,198,62790577,7,120,1,1,False,4
38841867,3,92,12797884,31,103,3,3,False,134
183069,51,578,735929,276,204,2,2,False,12
154674,153,104,39425,254,180,1,1,False,5
404651,74,83,56891501,1,114,2,2,False,7
11169104,579,132,63910887,35,101,4,4,True,735
5738391,38,98,205247,592,404,1,1,False,4
26571,71,83,2799200,100,110,1,1,False,4
51986665,14,408,125665,1595,796,1,1,False,5
1182305,203,218,17440284,67,133,2,2,False,9
8466585,93,109,790288,106,108,3,4,True,444
614977,38,116,34303926,13,197,2,2,False,8
34715127,21,86,61389440,2,1600,1,1,False,4
58070493,36,85,1696000,30,94,3,3,False,150
40468850,17,78,871026,80,126,2,2,False,8
31376282,6,86,7851950,13,117,1,1,False,5
2350361,86,78,4419950,27,80,3,3,False,120
63870780,1,130,11611521,33,87,1,1,False,4
37107180,18,123,4360088,127,175,4,4,True,919
812753,40,107,16734952,22,81,2,2,False,8
26628243,21,141,33903179,98,90,3,3,False,382
4749442,188,159,61427926,6,83,2,2,False,9
15684037,55,87,7413609,17,107,1,1,False,4
321496,455,217,178349,58,110,2,2,False,8
11567159,47,103,262560,117,154,4,4,True,924
36888605,4,118,39794492,23,106,4,4,False,171
1526700,96,110,18609216,130,101,2,2,False,8
7783709,6,93,69625,147,102,3,3,True,443
24023857,126,99,1113221,63,85,3,3,False,277
1663264,265,191,385799,122,85,3,3,True,543
147107,171,250,11318959,71,249,2,2,False,10
148705,580,197,383510,98,93,2,2,False,9
381844,457,330,32326595,43,140,3,3,False,208
32730470,55,89,25918189,32,328,2,2,False,8
66145226,16,93,30840944,70,119,3,4,True,342
3390000,151,113,2316936,63,77,4,4,True,796
996863,28,114,41832257,15,101,3,3,True,66
1578683,73,148,22254226,21,82,1,1,False,5
41356981,68,181,33116542,1,144,2,2,False,8
37548,495,262,26765854,30,125,3,4,True,140
36372771,62,79,34483273,30,182,2,2,False,9
31830290,27,87,235085,74,94,2,2,False,8
14058375,30,110,23657392,8,157,1,1,False,5
56832330,37,161,31795756,98,97,2,2,False,8
9871628,100,91,2254962,113,154,2,2,False,8
23815597,31,144,94380,477,118,3,4,True,696
183290,203,210,66243975,7,81,3,3,False,34
43380,261,128,6866946,41,98,3,3,False,175
41518250,10,78,1112132,8,562,4,4,False,91
23488114,210,138,1074419,348,110,3,4,True,706
92689,211,197,9552450,19,127,3,4,True,125
51813502,8,87,22764367,37,91,2,2,False,9
6940359,8,81,1304171,90,79,3,3,False,344
15029741,21,207,18287376,0,81,3,3,False,9
9705,140,643,29004630,3,119,1,1,False,7
630363,172,86,2809975,106,90,1,1,False,4
6264949,150,234,290147,184,139,3,3,True,881
8927911,12,111,2083963,57,92,4,4,True,666
57132043,8,87,586227,1000,271,2,2,False,13
659942,186,138,532618,105,113,2,2,False,9
1481025,45,110,36571624,49,196,3,3,False,188
36875783,3,78,41363511,19,95,4,4,True,449
4656491,266,208,5424044,49,87,4,4,True,1151
5389153,12,676,9160311,19,80,3,3,False,83
3796282,243,131,30050729,8,114,1,1,False,4
5803830,16,80,1645263,64,93,3,3,False,285
450590,184,195,34186160,6,183,3,4,True,36
8621050,12,78,533287,175,174,1,1,False,5
25086317,5,99,730971,572,172,4,4,True,2649
1924745,142,85,28922,1037,403,3,3,True,396
19075932,230,87,9677415,32,170,2,2,False,8
653401,72,118,42379175,19,102,1,1,False,5
2734636,80,110,46444460,14,110,2,2,False,8
8807049,19,81,582977,57,126,3,3,False,269
314409,177,340,851627,43,113,1,1,False,6
49052916,20,107,4594573,34,79,1,1,False,5
14620616,6,139,50991434,227,129,4,4,True,1618
768552,402,175,10215562,8,145,3,3,False,37
419343,170,88,6223136,354,155,4,4,True,1743
1371138,223,151,2773690,25,153,2,2,False,8
43777618,97,77,32646832,2,880,1,1,False,4
269561,135,77,62376138,5,77,4,4,False,391
9145950,12,83,15041331,54,85,3,3,False,232
2355368,111,101,7789758,176,118,2,2,False,9
2091266,65,87,37798936,11,200,2,2,False,8
1913997,452,128,68392632,5,93,1,1,False,4
43794815,69,314,7452129,13,127,3,3,True,137
6302749,97,220,39306186,36,204,1,1,False,5
4738979,38,324,1016290,81,82,1,1,False,5
65689,204,278,34427,714,97,2,2,False,13
33018758,2,103,40278237,8,125,2,2,False,8
1681194,331,192,55444792,11,85,4,4,False,789
24914720,263,139,1532220,446,280,3,4,True,606
273645,227,115,3202903,36,265,1,1,False,4
42414070,69,185,108858,143,82,2,2,False,9
131143,194,96,13914171,7,78,2,2,False,8
24312977,4,136,14904890,7,95,4,4,False,571
4474906,9,84,34334195,4,119,4,4,False,23
50159912,3,79,756418,131,202,2,2,False,9
167748,109,120,60033,222,304,2,2,False,9
37935799,240,194,1814822,727,92,2,4,True,12
7684624,5,78,47487501,2,242,2,2,False,7
20297140,28,80,8113000,25,84,4,4,True,451
3001293,1,190,3463240,148,117,3,4,True,641
34162683,120,110,4751979,23,93,1,1,False,5
2873195,19,89,1810526,246,83,3,3,True,365
48450141,64,87,15676380,6,94,4,4,False,258
3967808,84,108,343590,74,85,4,4,True,812
6327477,6,168,9742995,38,152,4,4,True,946
569829,97,93,24504237,7,487,2,2,False,8
1000117,81,138,1131985,25,81,2,2,False,8
4511532,57,85,65560408,5,136,2,2,False,8
210016,286,182,10972664,436,208,3,3,False,810
1848075,54,113,26409901,61,92,1,1,False,5
68192560,0,135,10580241,6,356,1,1,False,4
43257634,55,547,43350282,47,80,3,3,False,237
60421389,16,227,31068362,15,88,2,2,False,9
70922,1411,115,38394607,185,83,1,1,False,4
1548643,53,86,9302653,2,740,1,1,False,4
7051503,646,213,18842022,8980,185,1,1,False,5
24934378,15,103,355895,71,100,2,2,False,9
4140740,17,143,1158918,5,365,2,2,False,8
5775695,13,85,52513300,13,91,1,1,False,4
53616276,27,141,25021824,3,121,4,4,True,545
21083029,16,126,1026821,126,91,4,4,True,1048
11740357,61,145,155816,49,97,4,4,True,832
13056826,31,128,49329098,29,79,2,2,False,8
25098337,3,773,32300111,123,159,2,2,False,12
23988528,8,120,49511439,7,82,2,2,False,7
46720,1139,407,960873,74,77,1,1,False,5
27455342,2,681,153661,32,88,2,2,False,9
6852701,3,93,46347394,130,101,3,3,False,338
23672,583,240,169144,57,99,2,2,False,9
590370,155,190,148224,557,367,2,2,False,11
9228430,334,79,1130529,122,226,1,1,False,4
4089613,80,139,147360,276,147,1,1,False,4
22329761,20,271,6475516,29,80,3,3,False,121
22513,4293,137,37439887,3,131,4,4,False,51
3318871,69,80,37274830,7,77,2,2,False,7
18950508,808,297,2321902,64,79,2,2,False,10
27911144,10,142,4831759,24,117,3,3,False,97
7333308,188,233,50637597,22,78,1,1,False,6
44063381,57,79,679372,90,97,2,2,False,8
37965754,12,86,4714666,28,130,1,1,False,5
38313078,4,93,42554343,235,137,1,1,False,4
41823028,34,101,48105257,7,82,3,3,False,42
21847910,5,83,53095095,3,121,3,3,False,20
7824925,41,83,2414941,2390,142,1,1,False,4
2329733,136,220,3217213,36,92,1,1,False,6
27415706,47,217,42863259,55,80,4,4,True,517
264441,153,90,28348028,115,119,3,3,False,365
45310,68,106,20503629,57,227,2,2,False,9
888854,90,316,34318430,26,112,3,3,False,122
14714251,85,151,5943273,48,148,4,4,True,921
2021440,30,98,14991562,7,175,3,3,False,35
55549820,19,100,27275978,5,106,4,4,True,602
300820,178,89,1019708,184,134,4,4,True,1176
31921,3589,333,1771312,27,84,4,4,True,1594
4549625,48,82,42208072,84,163,2,2,False,8
410917,14,103,4810606,184,158,1,1,False,4
99774,475,108,8248330,68,136,3,3,False,290
764617,111,91,22349,1602,225,2,2,False,16
33566054,85,142,23748658,29,110,4,4,True,645
4523185,38,84,24299663,17,400,1,1,False,4
67839423,5,571,17760511,25,120,1,1,False,6
27501673,2,142,9839243,32,92,3,4,True,149
2626132,25,108,6316423,70,235,3,3,False,319
32148657,44,95,763951,109,89,4,4,True,897
5860692,500,170,29130326,44,93,4,4,True,690
25371341,9,278,121868,301,142,3,3,True,1227
461702,1160,259,3094666,321,131,1,1,False,6
21052174,20,211,165676,587,180,3,4,True,970
37992944,7,97,8366527,126,221,3,4,True,455
43465,695,206,59505092,2,88,3,3,False,20
116060,65,119,1259014,64,99,1,1,False,4
141947,551,191,380308,1302,110,3,3,True,861
3208299,239,210,677893,157,96,3,3,False,631
2476819,5,81,95571,224,87,1,1,False,5
28559011,156,93,11800236,32,80,4,4,True,587
624810,491,101,330613,238,105,2,2,False,10
3701061,106,164,33988008,19,102,4,4,True,829
1301929,46,120,64648,1246,88,2,2,False,14
700241,287,150,16706643,13,135,3,3,False,61
12929017,9,123,26584259,2509,225,3,3,False,279
48972359,8,351,9627002,10,270,3,3,False,47
16303471,190,201,50842296,16,350,3,3,False,66
12797938,23,120,3310774,36,78,1,1,False,5
231920,268,146,1657562,95,85,4,4,True,1051
639115,305,363,36642594,26,91,2,2,False,9
44641959,63,87,2315955,145,134,1,1,False,5
4746891,26,259,6125831,105,189,2,2,False,9
13005358,10,90,179400,396,125,1,1,False,5
24117481,26,101,189714,131,85,4,4,True,962
54080428,12,114,23844091,43,93,3,4,True,190
36445022,26,167,26503479,14,109,2,2,False,9
54254192,0,92,38914039,9,88,3,3,False,40
19282972,5,628,64280613,3,90,3,3,False,21
47849263,114,174,37535311,23,101,3,3,False,111
2682119,39,80,5436298,28,81,1,1,False,4
872497,79,95,57066869,2,135,3,3,False,16
57538090,4,141,76310,234,140,2,2,False,9
872341,215,103,52572580,19,719,4,4,True,498
1139394,140,101,5155377,243,102,1,1,False,5
66678806,2,80,11222611,89,184,2,2,False,8
3202250,113,115,112004,210,80,1,1,False,5
12418604,674,241,31044808,28,174,2,2,False,9
35576463,64,94,1208851,335,100,2,2,False,9
2224021,151,252,19563892,1,263,3,3,False,12
18593687,3,84,34231453,55,253,3,4,True,251
15505239,13,222,41407534,7,125,1,1,False,5
466622,38,81,31446168,168,181,3,3,False,361
42739493,50,89,7715240,72,82,2,2,False,9
25083938,13,176,31630831,49,145,4,4,True,912
33948132,16,98,7019057,85,91,1,1,False,4
