src,in_src,out_src,dst,in_dst,out_dst,bound,runtime,profit
1684493,95,82,2652375,16,169,2,8,2.06
1895791,162,133,794925,24,118,2,8,1.54
28009404,102,142,29287,64,195,3,304,1.17
64653455,7,118,42859225,24,77,2,8,0.95
8225021,409,86,26353112,38,86,4,413,0.63
599658,26,103,32050622,5,114,3,30,0.66
499533,75,85,58144667,47,80,3,179,2.92
26576407,56,156,44263578,0,217,1,4,2.29
23055210,18,77,7783976,51,136,2,9,1.44
57329058,7,97,204420,570,132,3,282,1.61
3647150,187,129,639558,439,145,2,10,1.4
17697541,16,78,2452478,42,125,1,3,0.5
159344,1006,196,207880,2283,131,1,4,0.89
1419749,103,90,3824037,2,138,4,15,1.11
4609519,13,272,176078,570,229,4,3458,0.17
32558,15232,124,2622093,159,137,1,5,0.1
10940462,14,126,22723305,1,117,1,4,1.29
513843,219,136,30233012,5,86,4,613,0.29
27373985,1,185,12766839,61,153,4,767,0.7
8285698,12,118,11997238,2,154,3,16,2.0
4419938,55,144,8491560,20,82,3,87,1.36
7122985,46,87,21240658,21,160,3,95,0.48
3566463,60,89,23291873,111,93,4,795,0.38
26469547,24,94,99837,50,116,1,4,2.55
32188143,2,194,10508587,78,88,4,1144,0.58
56823699,160,224,16450337,9,413,1,5,1.65
43332293,43,179,7236565,64,100,4,927,1.33
1600828,84,166,43766370,10,92,2,8,0.09
26739428,94,158,1232575,145,238,4,1285,2.22
3782138,7,119,648024,62,82,1,4,0.56
25587063,4,81,16204528,145,164,3,349,1.01
19043024,23,124,1444974,72,81,2,8,1.27
45232966,1,93,1875376,265,194,1,4,1.88
2400042,34,106,654427,545,283,3,466,0.07
3369286,233,174,1520575,215,117,2,10,0.44
35196743,1,106,58318724,5,79,4,59,0.93
2504159,16,148,23974235,3,92,2,8,0.87
464191,23,101,43390533,98,115,4,822,0.64
2291698,1,90,55397069,11,125,1,5,2.41
13720317,7,131,63026723,20,100,4,155,1.98
15040239,53,87,3094417,97,125,3,400,0.59
12170947,4,126,2621742,45,80,2,7,0.66
18506218,5,118,397970,313,133,4,1831,0.08
888088,4,1651,1353099,57,96,2,17,1.34
23633130,38,122,55991543,2,220,1,6,0.14
45362637,20,79,5953519,40,672,2,10,0.72
6944071,64,92,24027000,184,356,1,5,1.59
2149121,79,93,179132,218,122,4,1484,1.13
33143958,6,179,24067147,27,95,3,137,2.09
49871665,9,177,8822189,22,122,3,94,1.49
30310,466,163,2048959,342,145,2,11,0.19
1235386,59,111,158390,1417,187,2,16,0.25
452793,15,232,27591878,15,77,4,1132,2.14
26484,284,259,16305992,3,98,3,22,1.36
55141,944,334,889697,102,109,1,7,1.24
32901,2463,641,14679979,116,151,1,9,1.08
31024149,52,132,58510148,7,82,2,10,0.68
22943,10260,364,1148676,274,103,1,8,1.25
23618578,106,107,32469957,99,169,4,939,1.16
318896,132,122,504022,1,194,4,436,0.78
227686,79,83,2350918,114,169,4,803,2.6
382005,277,166,53689624,3,98,4,750,0.16
9403949,7,97,7647800,57,103,1,4,0.46
289978,43,97,638748,360,138,3,375,1.33
2624177,67,83,544303,65,90,2,8,1.5
512526,66,78,18662677,65,96,1,4,0.23
28625,116,100,12451213,32,120,2,8,2.36
287381,223,160,2632053,27,79,4,809,1.29
23617480,15,92,46805605,2,131,4,18,0.71
16521529,36,98,45587924,28,112,4,527,0.53
50952703,18,129,29213604,136,80,3,562,1.87
213502,102,186,6705854,30,95,3,165,1.19
1783407,46,90,14496904,42,87,2,10,0.21
1715564,7,143,64177671,2,84,1,4,1.24
4647690,173,125,34792687,25,84,4,688,2.27
1921664,168,260,58596340,0,89,2,10,0.93
4176052,160,246,124390,104,85,2,9,0.35
23019230,22,80,5812185,33,90,4,495,0.6
26940,3660,689,11194110,48,99,4,3526,2.95
35755449,138,276,34574051,8,166,2,9,0.05
8283343,30,1027,47069739,407,340,4,5334,0.43
310141,353,314,14158748,103,106,1,6,2.55
229656,276,220,6695888,174,88,4,1755,0.85
26476438,75,489,49545528,4,255,1,7,1.01
386568,90,78,699227,71,83,2,7,0.49
43583,386,318,2027831,39,85,2,9,0.62
2291655,108,79,40732535,1,90,1,4,0.27
33065882,59,120,81324,213,173,2,9,1.09
12953896,25,108,297032,725,223,2,11,3.88
55615841,2,229,15314894,10,81,3,45,0.42
9101346,3,95,796861,213,93,4,1186,0.07
4238935,51,281,35087703,12,176,4,1000,1.5
62566246,22,112,2897615,13,120,2,8,1.24
1227696,187,117,19401860,9,111,3,41,2.15
2135673,67,143,13927576,112,151,2,10,1.75
59094008,1,167,475161,369,107,1,4,0.6
22488866,21,121,37803903,114,110,4,590,1.46
33206021,27,129,6695126,49,108,2,9,0.15
46016,36,79,3261733,351,266,3,314,0.78
1895021,310,94,15510772,2,1501,2,9,0.52
11973284,33,112,29577486,23,102,2,8,1.89
1778881,10,102,6227903,18,150,2,7,0.47
6804351,21,88,15234268,17,98,4,457,0.95
8339093,61,96,52758366,1,79,2,8,1.3
1784714,35,92,229656,276,220,3,389,0.44
13449311,37,211,598688,86,94,1,5,1.42
38393750,6,561,63115861,53,100,4,2540,0.47
5891558,58,81,33676884,51,180,1,4,0.96
4318008,100,173,526001,204,155,3,649,0.08
4941269,29,79,239450,321,258,4,1531,0.16
734354,626,167,674160,129,125,2,8,1.35
102976,97,176,53167739,27,141,2,7,2.07
93239,106,104,2465627,12,96,4,452,0.01
43980994,78,77,6086378,22,79,4,342,0.09
1609764,16,203,2426857,81,95,4,634,0.62
3854948,105,270,930699,132,129,1,6,0.67
24645258,22,96,13810349,10,102,2,7,1.98
706960,149,98,776233,69,154,4,688,1.09
5643634,16,87,27279709,250,177,3,409,2.23
24516776,8,82,410215,296,245,4,1587,2.08
105891,238,137,387077,77,82,2,10,0.17
36730791,18,82,17169295,81,92,2,9,0.58
1513243,84,94,7327705,79,247,2,9,1.96
49491392,50,99,33925,1300,158,2,14,0.77
22379657,14,120,56418796,8,90,2,8,1.39
10244183,112,146,19763139,29,133,4,651,1.76
34015132,10,102,13095183,38,79,3,153,2.05
6025107,4,85,3901183,24,92,4,524,2.24
33342836,69,134,174702,110,111,3,484,0.79
154518,115,139,198872,21,84,4,697,0.83
252350,37,87,28608947,16,100,2,7,0.02
2963367,30,79,54121259,66,172,2,7,0.49
51404496,28,163,2174084,185,138,1,4,1.49
67391480,1,169,27112458,8,107,2,7,1.83
39965444,11,82,5663608,128,147,1,3,0.27
4179595,252,100,28626323,22,85,4,569,0.91
1505361,8,150,24086463,667,469,1,5,0.47
4399149,86,99,979231,287,152,4,1576,1.58
3540690,3,215,21981408,9,92,3,46,1.04
32643120,36,105,3798455,29,78,4,613,1.3
23741931,22,112,2462597,89,114,3,425,0.92
5306308,60,99,440395,191,211,4,1223,0.15
3120119,40,110,1584468,23,91,3,110,0.05
27089057,315,388,18433875,25,126,2,8,1.15
42323655,104,122,936429,67,84,3,271,1.47
250858,188,202,36536490,2,401,4,32,0.26
1080226,114,115,118691,136,85,4,1074,0.41
334071,1732,237,809641,92,114,2,10,1.3
147944,85,123,1544630,408,94,1,5,2.42
2153731,140,105,435834,105,207,4,929,0.61
1770250,26,109,28831577,38,79,2,9,0.06
18512504,175,80,248424,185,110,2,8,0.7
297443,75,103,3569067,40,98,1,5,1.95
527658,67,96,176594,526,143,3,450,0.49
32174004,1,246,65609907,16,87,2,9,2.22
3795017,44,86,59601790,2,195,2,7,1.49
2862563,27,115,11260379,33,81,2,8,0.95
6330148,6,168,62779489,3,120,2,8,0.84
473493,128,95,13092721,5,176,3,24,1.98
490962,105,127,4936389,21,80,3,112,0.72
1178286,116,207,2396933,154,95,2,9,1.74
264545,228,169,803655,100,255,3,409,0.52
57482874,14,85,797887,28,83,2,8,0.11
2445963,148,105,226705,180,93,4,1174,0.78
24361868,7,91,974338,69,110,3,281,1.75
224243,183,123,20030932,73,125,1,4,0.22
125582,46,172,730521,169,218,1,5,1.62
51846902,0,146,22295236,28,83,2,8,0.68
249697,136,241,112237,85,98,2,9,0.78
387687,1833,225,16372962,28,101,3,124,0.95
4493906,200,155,30265150,16,208,3,65,1.96
36679,297,133,361113,142,147,4,1169,1.59
5832661,109,77,18555853,4,83,4,290,1.71
136891,88,140,41936692,5,194,3,26,1.05
31905103,136,174,2307764,67,88,4,1082,2.14
51090762,3,99,61199885,14,128,1,5,2.49
38992191,497,224,2994950,51,147,3,232,0.13
178012,63,112,39388154,44,169,3,163,0.47
42357832,46,83,10025574,23,98,1,4,0.11
4869091,63,79,412343,1403,101,3,335,0.63
15479631,17,260,10515461,18,164,4,1236,2.29
20936389,718,536,21039661,97,109,1,6,2.22
34723518,3,87,30932296,84,148,4,737,1.57
9713660,28,116,400425,37,115,3,167,1.39
96723,115,92,508729,46,121,4,567,0.39
24919907,13,153,355072,682,310,3,621,0.55
45238483,6,136,2184917,598,103,3,594,0.89
50752648,2,113,15061015,4,296,3,25,0.04
36055049,31,139,67594,61,82,4,823,1.03
14438783,15,205,15584273,54,92,1,4,0.21
6249860,4,124,557164,384,187,4,2159,1.24
65691257,32,83,19974872,11,105,3,52,1.9
3593723,5,572,17552257,22,95,2,10,1.36
7163899,10,195,288400,466,126,4,2798,1.35
7986970,54,90,3654485,79,94,2,8,1.78
25854908,18,109,4073583,21,81,1,4,0.3
7632438,62,91,28647883,61,88,1,4,0.84
7516835,61,174,68081269,6,121,3,41,1.74
2240930,16,95,22581665,5,261,2,8,0.33
41210458,11,82,26809341,34,83,1,4,0.54
264727,461,110,45186855,64,95,3,244,2.62
1179688,101,225,740855,112,114,3,451,1.35
603709,28,91,108854,102,112,2,8,0.28
23587147,9,197,55829912,3,113,4,38,0.62
56374369,3,100,24241005,94,95,4,729,0.05
47136233,61,86,159943,34,117,1,4,1.15
50328539,1,127,24779892,21,195,4,619,1.83
904269,423,99,30862996,17,78,2,7,0.83
28123602,4,631,340901,624,111,2,12,0.72
24572757,56,81,3649147,86,175,3,359,1.36
51346063,2,84,700586,259,124,3,340,0.33
54511294,13,96,2074822,42,105,3,184,0.72
888215,38,79,254607,54,88,2,8,1.49
53761076,73,157,6061085,19,83,1,4,0.2
18955932,11,86,94288,379,276,2,9,3.7
1808684,64,136,45564644,23,232,1,4,1.67
28267236,53,170,35759328,106,114,1,4,1.64
51577965,0,112,1261565,46,229,1,3,0.58
57201255,55,89,285327,544,270,4,2491,0.07
5182202,7,100,351083,41,165,4,640,0.87
42242042,81,145,23883848,17,198,2,7,1.78
37707389,14,106,31206387,10,100,2,7,0.97
63219255,2,94,58650095,84,83,2,8,1.14
61123,1047,309,1113221,63,85,3,268,1.87
58082042,33,101,3305029,22,136,1,4,0.7
51977504,59,85,6231495,39,408,1,4,0.71
65324780,5,166,512185,1062,185,4,4181,1.14
95868,255,190,370745,113,114,2,9,1.5
26555593,40,458,978626,83,145,4,1930,1.64
2810660,11,116,44955052,92,449,2,9,0.31
19524523,13,235,44491152,37,84,1,5,0.34
44007654,2,317,8304293,94,85,3,442,0.02
1018650,438,595,54044046,15,106,3,65,1.07
418023,1,168,489179,95,89,2,9,0.26
17957,138,121,49249085,91,89,3,375,1.45
25831844,430,263,578538,129,84,1,5,0.25
1421401,305,120,35109399,22,91,1,4,0.61
3206127,90,85,9482929,47,94,2,8,1.17
3263650,2,139,1181423,622,87,1,5,2.26
12790116,13,105,41155404,12,152,4,488,2.2
40088746,21,108,15929566,28,84,4,557,2.4
6614332,70,87,1078310,153,85,2,9,3.08
46642204,0,99,54547190,38,136,4,738,1.01
57295477,13,482,3201318,58,90,2,10,1.3
63542133,6,78,250460,102,85,1,3,0.77
52040,1211,241,3686782,6,78,2,8,0.82
19770505,6,224,30010131,88,130,2,9,0.09
49694799,55,107,6217898,25,92,1,4,0.2
1940476,62,121,9513043,132,152,1,5,0.13
1856120,464,277,54743012,1,223,2,8,1.27
542396,19,114,1444011,64,98,3,269,2.33
61645,472,143,498406,173,104,1,5,1.24
753236,64,112,481890,59,77,2,9,0.61
55412,1829,384,36721963,19,113,4,1753,2.28
36087544,3,112,9424161,12,126,1,5,1.03
78374,124,110,1112192,51,78,2,9,0.45
1558567,118,111,220262,157,80,4,1322,1.55
32861827,36,155,4417701,26,162,3,128,0.74
91936,554,238,48561040,2,105,4,153,3.39
3723196,38,108,21856010,27,93,2,8,1.17
6865496,127,220,51383938,2,368,3,33,1.18
14673978,4,93,2047070,99,142,4,884,1.51
803232,83,90,133574,293,130,1,5,0.89
49775577,3,111,3658929,39,85,2,9,1.61
463919,2727,126,2957590,75,116,1,5,1.33
776149,259,130,98279,394,235,1,5,0.89
20913302,1898,648,215619,4178,443,1,9,0.11
4051607,511,358,11233047,18,90,1,7,1.03
38990343,21,196,10216458,68,104,4,764,0.5
8925589,25,93,44176147,12,345,1,4,2.01
30814194,9,95,5947227,26,82,2,8,1.37
36627856,4,83,63847364,2,95,2,8,1.59
52688076,65,246,8551318,21,97,3,101,0.31
1852079,132,110,73408,382,220,1,5,0.75
2854677,107,138,641931,91,200,1,5,0.38
44870026,89,122,63401733,76,179,2,9,0.41
61176390,7,159,15236827,33,81,2,8,1.16
8139922,24,97,18576594,11,84,1,4,3.1
2376148,254,185,325953,573,116,4,2881,1.61
4662437,67,134,99858,455,346,4,2672,0.67
2559299,38,88,22113494,23,241,3,113,1.64
1525189,49,104,58422237,37,110,2,9,1.99
43573848,23,95,323082,39,96,4,522,0.5
22584291,148,170,350800,239,140,4,1709,1.22
596675,124,87,58782273,10,104,2,7,1.56
8931579,41,96,16349822,112,111,4,941,1.11
3158567,34,86,66505508,8,89,1,5,1.81
24719742,11,83,1543977,780,334,3,312,0.71
7921992,62,243,14683045,14,94,3,60,1.14
363326,727,287,349174,268,146,2,11,0.43
379369,67,110,14619680,7,365,3,32,0.88
4224429,219,93,53408078,199,91,4,1105,2.45
22160192,261,457,3572522,46,82,4,1884,1.17
2086192,27,98,2460269,24,173,3,102,1.58
4840858,66,203,190216,145,155,2,9,2.06
1956941,460,397,11720236,12,77,1,5,1.92
18843063,12,193,806010,90,208,1,4,0.79
598397,278,244,181556,13,366,3,63,2.85
4949397,329,83,1131656,70,84,3,288,0.99
39133041,35,176,13968807,85,93,1,5,0.68
33913480,77,92,2805984,75,101,1,4,0.66
14014907,29,292,31410560,23,87,3,109,1.51
13264011,34,80,8290441,3,177,3,18,2.17
3577734,304,288,2606616,30,92,2,10,2.1
1828559,138,124,42315990,21,113,4,563,1.24
6130279,87,92,1749439,102,122,4,772,2.03
923950,124,86,54594832,80,94,1,5,2.35
399251,76,115,17601646,32,164,3,146,2.32
924735,280,119,7333042,70,136,4,753,1.4
5813256,10,94,32274003,9,205,2,8,1.27
14627917,20,153,386214,88,202,3,371,0.18
42628122,129,89,36710688,64,78,1,4,0.9
23450387,0,83,230159,223,84,2,9,1.43
46839324,25,88,25538,717,188,1,5,1.67
18064492,20,134,203901,480,247,4,2605,1.96
14097513,0,609,24213592,13,85,2,10,1.42
33100196,74,112,43822453,3,177,3,21,1.09
45443439,198,194,20304836,2,89,3,45,0.24
3301595,5,79,17057954,16,79,2,7,0.64
18525588,22,193,34820384,21,315,3,83,1.63
14035175,53,94,16487736,57,86,2,8,2.65
33504648,26,93,1142565,156,384,3,391,0.74
33468671,56,90,69695,126,99,1,4,1.14
12693274,16,79,53969479,5,110,2,8,2.23
27610686,11,87,15806783,4,123,2,7,0.77
61300301,8,210,12113981,85,99,3,374,2.88
35398691,12,86,4064952,171,168,2,9,1.27
2624177,67,83,381988,73,90,1,4,1.21
5437802,13,116,659213,208,147,3,244,0.91
22631028,25,79,9532306,725,84,4,3157,0.26
23399921,77,127,11302009,65,79,1,4,1.29
280986,152,121,29739503,15,83,4,593,2.39
43147468,213,220,28021,493,734,2,9,1.08
21769969,22,85,48967724,109,94,4,813,1.74
6136074,3,80,3345809,92,81,2,8,1.31
17880,1527,429,2046270,48,94,1,5,1.2
14385492,31,154,4667581,20,80,1,4,0.25
49168255,102,224,28522120,22,90,2,8,0.08
39568388,8,95,463797,50,95,2,9,1.66
43550740,52,99,15937614,176,94,4,1095,0.3
556222,46,153,1343098,50,89,3,227,0.47
10207079,4,162,66405895,2,327,1,5,0.33
9523217,39,78,27667924,177,105,3,355,1.24
1185576,67,81,3603219,16,147,3,79,4.28
62166982,47,78,50915598,3,617,4,22,1.77
6009996,3,99,5034740,29,117,4,425,1.38
1185797,181,211,12117750,99,81,4,1311,0.62
41400343,14,114,60560,561,315,4,3067,1.06
30831361,25,200,1506930,201,239,2,9,1.52
33719735,144,100,2579067,83,83,2,8,0.86
36985607,121,107,23404,24,136,1,4,0.66
14271902,36,84,332686,124,98,3,354,1.08
23134586,21,124,24742495,23,80,1,5,0.54
16028136,57,82,2837856,58,87,2,7,0.94
64776636,16,113,51300251,22,127,2,8,1.28
38849614,34,79,177912,970,276,4,4561,0.09
2822037,92,99,4921794,81,132,1,4,0.65
2698486,97,80,3075466,12,89,3,48,1.45
953957,82,134,2155685,23,187,1,5,0.16
436392,618,120,13451774,46,79,4,706,2.58
15080921,39,123,3899546,89,77,4,952,1.82
27586261,82,96,299801,95,83,1,5,0.3
47014508,78,102,1302448,282,305,1,4,0.15
2812153,73,85,35367943,52,218,2,8,1.6
7514833,4813,305,4964956,18,163,2,8,0.6
63992105,4,146,6802329,2121,671,3,628,0.15
1719773,203,112,5437856,13,99,2,8,1.74
11499117,27,96,17765221,647,103,2,10,1.65
2173255,148,103,916571,188,84,1,5,0.72
50375354,2,171,52717027,2,78,2,8,2.74
28920272,18,92,1329090,1371,688,3,395,0.58
6119782,125,230,46631603,57,102,2,9,0.27
702083,424,104,21464754,27,83,2,7,0.88
39945867,10,83,65513403,67,98,1,4,3.79
484555,43,101,156602,117,80,2,8,0.3
14219214,53,103,5574915,5787,208,4,23264,0.62
14230694,134,146,1041312,109,179,3,421,0.4
18502608,4,88,4387808,50,77,1,4,0.45
42414070,69,185,3931189,176,156,2,9,1.03
3726833,8,133,47380208,5,92,4,524,1.03
26181992,8,483,5862428,49,122,2,10,0.11
19345255,244,136,1094719,125,96,3,455,0.02
987266,43,92,1142142,57,105,2,8,1.5
51172092,10,669,31545595,5,171,1,7,1.38
10476537,20,85,34504158,109,116,3,376,0.37
20831465,5,437,30169530,1,127,3,13,0.86
9210232,16,201,711263,167,105,3,631,0.11
65563315,0,253,8902096,31,133,4,1287,2.05
50079645,34,261,25321231,23,83,1,5,0.01
25594812,11,173,48228052,4,124,2,8,0.34
45194090,13,108,773332,26,268,3,119,0.05
97423,370,228,46972884,0,123,1,5,0.92
33088129,80,132,18389238,71,83,2,8,1.25
42936713,276,270,58726223,95,158,2,8,1.02
51197121,5,269,50449386,21,122,1,6,0.92
5562851,609,104,10634414,9,133,2,8,2.93
77647,60,91,159488,334,128,4,1847,1.57
12210236,9,88,40938179,5,93,4,381,2.24
8404277,37,122,19753712,45,96,1,4,1.46
58470283,57,133,14027748,1,107,4,11,2.15
349842,82,132,24713476,66,92,1,5,2.41
1596194,72,131,16725887,4,1092,4,493,2.54
43288355,6,128,11155990,33,169,4,829,0.56
30999036,5,78,14336171,87,90,2,8,0.72
9495541,197,277,458647,69,98,1,5,2.02
18557449,16,89,20164444,9,179,4,450,0.58
37026960,5,451,44197575,8,290,1,7,0.41
1558567,118,111,24656234,53,79,3,273,0.31
136653,161,86,1411623,68,104,2,9,1.17
1625911,118,121,59480918,34,79,3,136,1.03
1838386,198,91,6874642,30,420,4,451,0.34
59633254,1,103,57562818,43,1401,4,479,0.8
1449448,10,91,3886784,54,119,4,581,0.93
53545155,3,95,122225,106,90,1,5,2.15
20146,343,146,44963275,9,79,3,41,1.35
2398565,136,83,1637831,213,98,2,8,0.48
1595467,587,109,578961,64,123,4,877,0.85
30915702,107,257,897263,90,118,1,5,0.46
30870706,7,124,47266485,85,91,2,7,1.01
1286587,48,94,146428,102,84,3,405,2.25
2360615,39,100,1999611,53,93,3,215,0.36
51805954,32,98,17917662,70,148,3,326,0.81
49367402,79,127,94254,248,125,1,5,2.67
512972,66,113,46373266,14,83,2,7,1.62
1935104,236,102,65981907,14,165,4,565,0.86
28025184,0,495,653432,60,96,2,10,3.11
39983572,0,599,59812438,5,125,1,6,0.04
52527422,1,149,22338054,11,96,1,5,0.09
29438,2270,248,20728166,3,230,3,21,0.64
24924193,88,88,33390234,29,177,2,7,0.92
36703139,42,116,44338006,3,131,2,6,0.51
171384,81,78,5319718,31,160,2,7,1.38
1914965,18,105,5252720,36,128,4,547,1.72
32866130,14,89,49600886,1,126,3,11,1.44
2390745,65,149,67674331,5,134,4,787,3.14
96871,333,246,48663682,12,127,2,9,1.02
108055,279,201,51704106,59,105,4,1031,1.03
963435,115,78,45185734,106,275,1,4,1.46
23979511,40,183,32956666,34,112,2,7,3.58
3011322,82,110,697735,57,97,2,8,0.29
205716,122,172,3163272,17,87,2,7,1.31
62518177,12,120,4455581,167,176,4,1143,2.57
47541740,69,152,903897,91,99,3,243,0.1
60009957,86,193,12201300,209,141,2,10,0.45
43509849,23,97,23713951,100,170,4,852,0.42
67705222,0,145,31736,318,133,4,2226,0.03
10161748,5,95,5699846,32,89,4,539,1.83
3358686,24,119,62957003,3,276,3,17,0.67
16209730,0,98,500598,1,79,4,25,1.58
63734,2950,505,26105851,65,127,2,10,0.14
26707735,63,109,42783455,13,310,1,4,0.62
129623,237,172,1211590,65,80,2,8,1.58
51599681,9,149,677723,7,82,2,7,0.38
20056086,1,209,6134436,106,144,4,1581,1.91
26107751,10,141,41660,627,219,3,555,0.47
1206324,66,80,14670167,2,1845,1,5,0.49
1148542,258,160,526842,164,93,3,822,3.34
63695164,3,82,237998,50,113,4,556,1.1
20676773,6,91,44057275,12,86,4,333,0.69
66951046,22,100,40069901,71,123,4,687,0.51
2163221,87,93,7211155,12,83,3,49,0.39
28848,232,91,517986,75,107,4,647,0.99
61543610,25,85,432174,231,117,4,1187,1.62
64155460,17,168,249783,760,341,1,5,0.18
62606356,0,115,41004928,145,194,1,5,0.35
1613922,243,192,3476151,36,99,1,4,0.08
9428452,104,191,525023,157,135,4,1539,0.21
386882,828,185,3260737,185,231,1,5,0.51
7665904,163,97,14673978,4,93,1,4,1.51
55364178,35,79,28545,180,133,2,9,0.32
1367448,492,106,514191,271,117,4,1647,0.66
48818924,9,99,81329,181,94,4,1217,0.01
51414124,2,171,36430484,65,177,4,858,1.35
1777268,15,97,24218226,18,124,1,5,0.85
57970063,10,285,32422515,9,110,2,10,0.72
50943838,2,99,998566,157,106,3,481,0.39
3045066,52,167,3635710,163,241,2,8,0.24
99707,81,124,50940010,1,227,1,5,1.54
21240231,62,109,466777,24,147,4,536,1.98
25555173,9,79,3776887,26,92,2,8,0.98
61590554,10,77,12161516,16,139,3,68,0.84
892133,196,131,5154844,35,109,1,4,0.21
50430165,4,117,59398206,78,155,2,7,1.54
12314781,8,103,707523,48,88,3,223,1.84
1181423,622,87,23587684,48,101,3,238,1.19
11626050,25,243,21727947,104,194,2,11,1.52
7851960,20,87,34219667,7,185,4,448,2.21
444665,144,96,21930202,11,179,1,5,1.43
53719416,1,625,713028,73,86,1,7,0.38
27184,481,188,3184501,126,136,2,9,1.0
4131054,110,79,2084004,15,88,3,75,0.03
2855698,12,96,791254,63,100,1,5,1.11
23141778,140,113,39558336,10,85,4,503,0.92
4839403,58,92,15648989,18,196,3,78,2.86
389497,198,113,38094510,122,116,1,4,1.75
28768842,31,134,360245,166,168,1,5,1.21
82163,431,296,50027953,9,97,2,9,2.32
57381618,27,108,19206200,32,150,2,7,0.68
24558469,82,139,1094101,53,159,2,8,0.02
26730683,82,116,39080898,10,181,1,3,0.24
25122,120,119,1654805,283,91,1,4,1.53
37234536,6,136,52119556,139,174,4,1023,1.06
537570,86,97,56073892,72,129,2,8,1.31
81312,215,107,7411916,518,95,4,2354,0.44
21859939,22,158,30872847,28,127,4,342,0.03
27846904,54,110,164617,66,81,2,9,0.46
44168625,11,84,24063477,19,207,2,7,0.55
13525168,7,86,23747516,9,371,4,404,2.68
2409753,54,105,370894,25,97,1,5,1.9
7396354,57,86,2381612,7,99,4,368,0.79
4061558,73,94,51261064,7,162,3,33,4.33
33912,397,93,1332042,5,79,2,8,2.42
20124344,5,105,9470608,19,276,1,5,2.7
10569267,1,141,10108512,90,104,1,5,2.58
13961291,41,93,1659827,120,93,4,870,0.35
40196560,14,150,42895415,10,125,1,5,1.96
18608869,22,80,2231346,65,86,4,515,0.91
56571945,1203,262,5802758,73,91,2,10,0.9
56153589,23,77,1940597,27,166,2,8,2.56
5521392,19,88,56032473,19,172,4,464,0.19
38356381,40,87,27737472,146,78,4,955,0.15
11448667,266,242,46667037,11,253,2,9,1.07
30640580,12,120,8301622,95,115,2,8,2.57
639634,14,81,33917,2212,362,2,15,0.29
259419,177,86,167857,263,195,1,4,0.64
9210232,16,201,232328,629,296,3,712,1.55
5126914,97,146,30711691,24,109,4,745,0.52
12577223,9,78,47160521,14,110,1,4,1.51
12059973,13,136,16285717,5,167,2,7,0.75
240547,358,284,7326278,289,207,4,2223,1.08
1263207,139,82,57269936,1,455,4,42,1.02
43388682,11,157,1963275,5,252,4,684,1.45
6163539,100,78,505873,319,100,1,4,0.47
2102207,39,105,6712860,174,137,2,8,0.44
549389,95,419,1253235,158,150,1,6,2.27
732587,286,212,54325668,746,251,2,11,3.09
57919569,4,87,18651334,45,92,4,584,0.44
2891184,94,85,770938,90,81,4,752,0.07
222409,121,95,10076811,155,156,3,360,2.23
28936028,33,80,18995133,5,94,1,4,1.98
48522308,9,142,40755645,4,78,2,8,2.29
1440697,15,84,2482750,1008,387,2,11,0.06
5158682,103,99,2782482,101,182,2,9,0.91
1794553,76,197,12869177,242,205,1,5,0.24
351052,82,84,217501,117,80,4,853,0.42
14627590,48,494,91993,221,175,1,6,2.08
3233386,61,81,19373486,418,267,4,2175,1.01
29587,835,238,1864256,108,90,3,417,1.19
725503,99,196,12670114,496,400,2,11,1.62
96622,362,134,2080485,74,85,1,4,1.14
42442947,0,143,1844740,61,85,1,5,1.77
51541,666,193,59524,42,147,4,932,1.23
61328787,3,166,5349211,40,77,2,7,0.36
2520307,80,136,6798422,18,111,3,74,0.66
2827662,148,131,875578,71,82,2,8,1.23
36030443,2,240,1160077,146,83,2,8,2.02
31475458,57,95,25403052,10,122,1,4,1.98
64479281,79,85,1517041,60,141,2,7,1.93
1722984,351,234,3634599,101,101,3,402,1.63
12755189,87,78,247712,47,121,2,7,0.7
67791500,0,93,10843991,57,77,1,4,2.3
66202728,52,148,62880865,4,142,1,4,0.84
420888,11,134,53688191,81,187,3,356,1.27
1705117,42,80,16795218,77,199,3,272,1.61
408054,220,264,36363947,53,84,2,8,1.84
12610752,33,89,22492241,30,114,1,4,1.48
1179089,55,110,1118036,146,198,4,982,0.87
652500,53,180,39541161,170,91,1,5,2.64
178601,84,119,26288569,1075,373,4,4853,0.03
2345799,81,83,40960554,234,98,2,9,2.39
6124808,25,177,22955455,32,87,4,854,0.42
12802187,29,100,46288465,14,234,3,58,2.18
62421257,51,92,922859,399,139,2,9,0.86
2234958,22,79,249444,45,142,1,4,1.95
1655038,158,94,2827380,50,266,3,215,1.02
1887433,34,81,1123386,247,81,4,1219,3.53
11223296,11,135,2184045,76,174,4,954,2.15
7701920,69,81,899880,625,103,2,10,0.49
71100,174,128,61253075,0,105,1,5,0.99
33047477,4,167,562954,56,84,1,4,2.61
21201301,4,83,36910908,9,86,4,448,2.49
65430463,1,2557,2321132,76,126,1,14,2.01
2161403,54,85,35907710,75,83,1,4,0.53
27422801,29,81,135755,529,87,2,10,0.08
11848451,49,94,23471083,45,108,4,562,1.43
27676616,1372,331,27685522,136,244,3,582,1.19
12905312,9,86,16887273,39,88,2,8,2.23
1422209,24,101,36880,814,420,2,12,1.31
541680,268,131,7628520,88,80,3,340,1.86
