src,in_src,out_src,dst,in_dst,out_dst,bound,runtime,profit
62014543,3,376,298563,399,170,1,6,0.36
14192499,113,115,23688689,14,115,2,7,0.57
11974790,3,106,59580357,281,288,2,9,1.33
56324516,35,240,21408584,28,82,2,9,1.39
42041384,88,190,931232,225,134,2,9,1.37
34356652,70,107,15701850,61,114,4,725,0.5
22451452,93,112,39812055,17,120,2,8,0.14
657682,195,421,8512348,28,226,1,6,1.22
26694798,89,151,1009516,79,109,2,8,0.33
2990519,151,166,18813489,103,95,4,1122,0.22
1857068,16,77,24483142,130,151,4,744,2.06
20938755,308,158,52829069,78,84,4,1005,1.54
5226438,19,96,33971340,21,91,3,111,1.2
333404,200,124,32310783,4,79,1,5,1.2
12838807,59,89,472146,122,80,4,899,1.38
1094824,72,83,632489,66,90,4,611,0.63
6460878,2,119,51587,1726,202,3,441,1.11
89120,145,121,29708547,82,114,4,797,0.58
9522062,67,87,1539654,77,90,3,288,2.25
556367,367,84,229422,4728,595,1,4,2.61
578724,277,290,38027003,6,108,2,9,1.77
37790317,115,277,2007417,386,618,1,6,1.07
14393137,31,214,67949435,1,109,2,7,0.24
7823484,250,379,20015427,21,103,2,8,1.96
54656642,3,107,17588280,73,115,3,323,1.56
32343940,10,110,2305889,129,208,4,1071,2.31
5778503,99,106,35543964,4,178,2,10,1.34
2203564,67,112,13029974,70,80,2,11,2.46
23992162,30,79,21622808,25,77,3,141,0.68
67476,5,226,1864233,109,98,1,6,2.62
4227281,298,306,1347893,77,83,1,7,1.09
42510512,75,173,2875170,10,130,2,9,0.74
63708949,0,111,63185,365,209,4,2126,2.15
526356,220,210,42082851,6,78,4,934,0.7
45319882,6,114,318552,195,129,3,427,0.23
2785010,35,145,53757799,9,127,2,8,0.21
4035820,311,111,45559878,89,100,4,810,0.75
43746361,507,185,52800942,33,93,4,944,1.49
7015887,15,96,23999079,5,194,3,26,0.42
28290,128,135,2335981,195,82,4,1350,0.32
389540,73,132,29027549,97,328,2,9,0.76
74220,119,227,22301666,41,80,3,190,0.67
3405848,17,118,60487733,1,86,2,7,0.56
11725128,106,116,25233460,34,157,4,188,0.45
97205,165,135,3995740,20,85,3,101,1.12
57925,539,130,2372864,128,95,3,546,1.53
9592964,23,94,11302890,111,91,4,947,2.5
693251,28,79,285241,156,115,4,992,1.11
7303815,63,174,1052335,25,150,2,8,0.87
62369213,1,105,179025,64,168,3,315,1.86
48410331,8,170,703112,173,263,4,1374,1.35
18119717,43,88,3491996,38,88,4,482,2.42
10909383,25,228,14664901,54,82,3,255,2.06
53206201,22,89,355835,108,139,2,9,2.21
28033322,32,84,34574828,8,118,4,328,1.57
851924,588,256,1918632,305,327,3,1053,2.47
2295622,262,185,27965676,2,88,3,16,2.77
2984655,87,107,57560706,335,113,2,10,0.04
60006108,4,752,30654508,35,153,1,7,0.28
1012024,29,93,5963287,31,222,1,4,2.79
11926739,473,189,11744188,29,86,2,9,0.79
50801,91,103,3073000,70,135,4,741,2.82
147645,1504,364,4726576,1,77,3,14,0.37
26422064,32,84,29272752,88,103,2,8,1.43
44671123,14,101,1373712,94,91,4,820,0.1
24031910,13,540,67080936,12,78,3,53,1.03
58623,78,127,12511101,9,129,4,587,0.21
1082001,1011,98,16665223,49,80,3,225,1.22
22748201,31,671,27248,2062,399,4,11390,2.21
30889485,3,206,4270442,33,85,3,129,0.98
20260718,8,78,228429,399,184,3,400,0.02
77985,283,158,68274662,6,159,3,32,1.12
10863514,29,93,67436,270,229,3,397,3.25
27753131,0,80,263487,3,88,1,4,0.57
3274598,65,83,46180255,85,128,1,4,1.02
18667798,6,80,1252452,91,148,4,710,0.61
60707760,2,105,9265029,61,128,1,5,1.42
22754956,64,99,1004126,221,83,3,475,1.11
21073593,6,85,43077051,0,166,3,8,0.37
3451,2409,512,63038571,16,86,2,9,1.38
914099,228,104,31573,686,303,3,470,0.19
18785471,134,129,3893666,345,173,2,10,1.11
57459268,3,481,20144037,59,87,1,7,0.89
4402573,89,142,17321576,115,130,4,997,0.37
61778512,13,81,220118,550,189,1,4,1.12
6398579,9,137,26087191,33,106,2,9,1.68
840644,28,93,1445794,73,133,2,9,0.44
57720118,14,204,6237979,97,87,4,1095,0.31
25727494,12,108,1668442,63,126,4,709,1.81
197030,170,156,1369445,112,98,3,451,0.38
38487739,20,165,167774,749,193,3,645,1.8
19456676,4,89,470730,51,84,3,248,2.03
5563451,16,230,2318924,36,151,4,1167,0.01
163395,626,310,1818042,367,94,2,11,0.12
1395774,66,84,46311585,18,187,1,4,1.15
414434,63,115,23410799,54,81,2,8,0.48
233930,68,100,56428928,67,88,4,701,0.5
57534946,84,78,6121787,26,86,4,450,0.14
2210017,76,83,7431640,37,167,1,4,0.0
6539270,56,91,3884773,31,111,2,7,0.17
671441,106,94,2218330,43,120,1,4,0.15
1924467,133,133,34791719,28,81,3,127,1.01
31228166,4,83,1709259,57,85,4,590,0.09
18129,22,179,519104,35,80,4,801,0.47
74648,255,140,4204087,72,145,2,9,3.47
8686764,56,91,2581567,193,141,4,1127,0.78
75260,57,105,2371099,35,101,3,148,0.3
2467481,53,92,53488685,13,96,2,7,0.98
50677,73,145,2859209,102,79,2,8,0.96
4050107,140,98,63525434,1,279,4,15,2.82
1430546,97,81,54188581,5,90,3,32,0.07
2092862,72,85,328768,296,238,2,8,0.26
18005942,2,180,22650959,4,153,2,8,1.5
19128208,5,114,2611583,18,112,2,8,0.76
48866819,13,82,6001449,68,80,1,4,0.64
44609083,185,278,18541541,1,107,1,5,0.66
32157301,61,86,30875830,142,113,3,376,0.92
58598081,12,99,122459,1307,265,4,5569,1.58
23195,3929,487,51592216,6,78,1,6,1.23
36658609,90,86,335473,63,127,1,4,0.64
30876968,272,142,18042165,35,279,1,5,0.75
26615974,27,545,44142566,2,84,4,15,0.68
10975219,44,90,61398,450,220,1,4,1.73
2483301,22,103,665993,34,82,1,4,0.59
59633437,0,92,6165157,2,878,4,122,0.44
1053601,464,198,34645145,3,136,3,18,0.67
1645142,9,119,177417,899,133,3,534,2.21
8757036,22,122,27461567,12,262,1,5,1.67
145321,89,141,6808851,42,93,2,8,0.92
22458,494,138,24643370,19,153,1,4,0.01
46208997,7,318,299878,168,294,4,2248,0.78
1315996,12,96,66345705,2,433,3,16,0.37
30233896,9,252,105406,51,89,4,1201,1.56
1737388,10,331,464062,69,115,1,5,1.41
46427357,17,91,200311,128,140,3,418,1.83
42017774,41,92,1348093,142,82,3,404,0.55
2886506,19,97,1085819,103,141,2,8,0.25
391914,98,121,6727265,304,417,1,5,1.54
23711551,125,98,36354724,94,106,3,382,0.35
482990,38,88,333234,39,103,4,583,0.96
6737426,24,101,3925832,16,121,3,75,0.64
25396043,25,146,412023,534,319,2,12,2.25
9749293,13,101,40749760,45,94,3,184,2.5
32081809,2,84,32044,2598,564,2,17,0.8
21934398,136,78,2440047,62,98,2,8,2.39
320976,11,517,1241944,68,87,4,2284,0.48
3612829,89,108,342611,135,196,4,1076,0.85
58569615,11,117,866239,10,176,2,7,0.12
11588745,28,79,5695086,705,91,4,3046,1.08
47019957,18,225,10386895,8,168,4,875,2.37
2339440,65,89,314547,158,193,3,380,1.53
30973767,22,753,13772020,16,2250,3,79,0.18
47676962,12,78,318476,9,86,1,5,0.19
31790769,52,271,1362727,69,102,2,10,0.94
4152768,59,81,47855247,22,101,4,389,1.5
42823047,31,116,1564041,97,153,4,896,0.06
51431277,114,120,18538188,9,87,1,5,1.62
20938991,11,90,506050,44,183,3,192,0.7
33117316,20,82,605386,353,249,4,1820,0.2
54726560,9,80,13122,273,223,4,1349,1.43
1030285,55,93,36992032,75,91,3,287,1.27
6043786,26,122,28013,630,260,2,11,1.16
2081666,85,84,41483595,380,220,3,324,0.86
14649306,3,142,3585743,6,375,1,5,0.77
4144218,159,142,15744753,27,77,1,4,0.96
869540,290,180,7410258,375,88,1,5,2.04
953049,48,82,26030713,28,90,2,8,1.63
5312445,100,94,232669,1750,445,2,15,1.47
347105,940,339,50234703,120,103,3,484,0.19
40248272,142,138,2184917,598,103,1,5,0.19
625261,78,155,5895349,72,87,3,305,1.06
595387,135,84,1570983,874,216,3,332,0.43
35072048,152,175,5386715,19,91,1,5,1.99
58004098,4,134,5146098,32,90,4,675,1.32
22911958,41,78,31349351,29,92,3,116,1.76
401079,1129,265,696491,97,135,2,9,0.03
13000873,16,163,41636772,3,170,2,8,1.86
36278118,69,123,64092210,1,273,3,12,0.9
41522101,12,123,15094997,11,109,3,50,1.35
11484875,74,107,40922238,17,95,3,76,0.63
5851247,22,86,1026777,326,136,2,9,0.04
703464,301,359,7357018,1582,412,3,1668,2.33
7985481,7,499,39244620,51,92,4,2155,2.1
57355444,2,1285,22041288,70,150,1,3,1.81
63373776,0,399,499547,57,132,1,6,0.79
6349314,61,79,605918,67,79,3,274,0.02
38889,844,223,22115183,118,92,2,9,1.44
9302653,2,740,36292477,12,143,3,52,1.71
1570129,350,142,11554613,3,117,1,5,0.06
5254612,267,181,13725873,14,113,1,5,1.08
1235625,39,167,1505688,56,90,1,4,0.94
45469690,374,161,49214045,27,84,2,8,2.09
7754443,124,130,7670837,25,78,3,114,0.18
9131715,120,99,25508,7219,421,2,30,2.31
2605527,24,147,36565,1166,236,2,14,0.19
11943685,100,143,2884083,81,112,2,9,1.07
7568039,3,78,59561377,5,206,1,4,1.61
8676931,25,116,3469796,10,181,2,7,2.18
3976239,810,166,2807582,30,673,2,7,0.42
1042690,329,155,203866,58,93,2,8,1.63
446745,84,86,20122121,2,85,1,4,2.08
12437033,31,87,13006593,3,83,2,8,0.19
404218,144,104,1634379,112,82,3,405,3.44
61990312,4,162,29902577,116,103,2,9,0.57
13902854,24,98,3936140,112,101,1,4,2.49
527682,8,135,4418735,118,248,3,513,0.54
41401711,57,153,1471955,146,257,4,1440,0.68
1283610,41,99,14452661,21,116,2,8,0.02
1234985,65,210,37212063,68,104,1,4,0.22
6016663,59,113,49480199,1,79,4,134,0.22
3436922,1,86,293401,377,90,2,10,3.34
5934465,66,137,5208686,6,153,3,35,0.15
63219255,2,94,4435786,4,201,2,7,1.43
36012002,2,124,31614670,56,83,1,4,1.75
5858078,59,98,1796317,163,122,2,8,1.69
43301533,2,83,12051129,64,272,3,253,1.21
21114870,17,83,12036216,55,77,2,8,0.17
1178091,58,98,68197518,3,106,2,8,0.69
8501024,274,257,5955036,77,217,4,1086,1.08
28613746,5,444,7298255,91,102,4,1788,0.72
1544929,116,167,20606847,5,123,2,8,0.06
37678715,111,106,54267894,2,546,2,7,0.81
8715583,183,105,21566308,10,218,3,59,1.81
2652481,187,127,1490969,50,350,1,5,0.74
38416138,38,141,264521,109,169,2,8,1.22
94319,184,102,57731081,6,175,4,430,0.49
3057583,66,106,18620328,27,115,4,625,3.6
17621123,9,82,31345045,215,133,1,4,2.07
1857918,174,90,1660047,54,89,3,249,1.55
21909582,7,408,3710413,9,91,3,41,0.02
1460648,79,117,501086,135,82,4,1073,2.05
672535,260,169,21115591,16,102,3,79,2.87
91120,225,161,334384,37,338,4,831,1.02
7913916,1,98,2397382,49,125,1,5,0.7
7275136,160,180,6068243,45,80,2,8,0.57
25844625,5,78,297021,91,83,2,7,0.05
1620404,112,79,13960393,76,107,1,4,0.85
1286042,367,170,3486867,34,141,1,5,1.98
7047702,48,95,64500937,4,1218,4,145,0.14
21895263,15,83,33410724,53,77,2,7,1.47
748577,140,151,52328,905,234,1,4,1.1
413469,643,304,3035659,11,375,3,56,0.84
26576217,10,86,736272,77,78,2,10,4.01
4620128,47,107,5832380,54,95,3,236,1.69
59450,32,166,48411848,11,125,2,9,0.15
3827991,62,108,8582684,244,169,4,1584,0.69
244664,203,197,382260,104,229,1,5,1.28
26504978,22,518,5404557,17,147,3,73,0.75
2966352,74,163,3518602,82,100,2,8,1.32
9992451,79,84,14679648,12,304,1,5,0.59
22222862,36,91,54966570,14,83,4,453,0.92
58772416,86,585,43783925,35,104,2,10,0.57
41600,314,133,536701,153,154,1,4,1.1
1444534,81,114,48923800,4,177,1,5,1.93
30635,3551,506,57313946,4,98,3,23,0.57
1896433,344,201,685348,250,92,4,1823,2.51
5553121,129,224,37908176,181,99,4,1609,0.21
1991789,7,81,9523629,27,85,2,8,0.36
143843,51,121,2211521,76,121,4,820,2.25
770930,2609,247,42115670,1,91,1,5,0.36
609983,203,181,13688338,50,286,4,868,1.43
16414670,28,134,5323081,173,108,4,1205,1.9
2864588,53,95,47197659,15,117,2,8,2.38
990439,836,191,53077764,2,77,1,4,1.84
2568937,34,79,66380518,2,204,3,13,1.25
171974,1411,219,36026434,8,136,3,37,0.75
45087475,3,174,3031996,76,200,1,5,0.08
319293,46,98,1328272,142,85,2,8,0.73
16460004,79,117,18229656,121,121,4,1057,0.31
48817563,291,203,34127,369,124,3,944,0.88
64219545,12,158,3284831,2,77,3,22,1.67
11180793,4,947,393985,7,98,3,34,2.1
15960506,21,79,54021228,42,126,2,8,0.58
34909929,434,127,41652308,90,83,2,8,1.8
1203091,45,122,8861987,53,104,3,211,1.82
45051881,238,179,42065330,102,156,2,10,1.97
49071014,1,96,27929200,6,762,3,30,0.42
650909,80,88,4386805,80,92,3,322,0.86
16026705,17,99,638273,358,158,3,413,0.67
10992656,20,131,24625453,15,92,2,7,1.02
1621134,388,125,28214795,11,121,1,4,0.05
26404,825,138,14768021,118,157,3,431,0.02
1141266,63,93,758909,225,214,2,9,2.82
5334419,56,107,19489294,1,131,4,477,0.86
30367,346,228,61278151,157,145,2,9,1.57
2405941,16,328,1275719,87,107,1,5,1.66
11070334,11,134,1682989,132,134,3,588,0.16
520520,127,238,2240187,406,173,1,5,2.04
1980468,89,121,869115,261,125,4,1606,0.46
32310783,4,79,31089,790,269,3,334,0.18
35985025,12,105,1867178,198,85,1,5,2.36
17766232,230,401,64401548,5,104,1,6,2.66
1240413,54,90,27312217,18,93,4,421,1.47
1039556,257,94,33493008,446,403,4,2153,0.17
22538421,8,311,15129230,6,105,1,5,2.17
198089,177,173,27080771,43,98,4,893,3.68
1328813,83,234,21222601,4,121,3,26,0.43
106567,77,84,31416,130,120,2,9,0.38
27830333,1907,95,33569973,94,86,2,9,0.93
55641318,16,79,764977,84,161,2,9,2.16
30169530,1,127,3877274,60,88,1,4,0.22
34382,869,168,9468375,139,213,1,5,1.85
4167614,226,138,21979,439,181,2,11,0.98
3231202,625,121,14338155,32,78,3,155,0.29
45076876,51,98,387605,90,97,3,366,0.49
11440911,136,207,166538,1771,326,4,8278,0.89
369943,183,90,39395151,91,109,2,9,2.6
2161505,117,99,46207277,5,145,2,8,0.96
3749885,250,254,30872649,121,242,2,10,0.18
17133396,20,86,22089594,20,90,2,8,0.51
1287448,184,106,966879,77,131,2,8,0.35
2581961,55,96,11740357,61,145,2,7,0.34
1426947,489,159,39078394,4,129,3,23,0.41
65004418,22,84,310519,90,93,2,8,1.29
12889920,14,101,30748433,35,87,3,139,1.88
92330,363,189,46961776,28,78,2,9,0.2
5352498,72,80,13239244,12,110,2,8,0.49
1203162,67,83,832196,73,111,4,722,0.76
250276,140,152,32402085,17,258,4,798,2.69
1601103,18,269,24600336,9,83,1,5,1.38
20202189,40,129,22412312,5,118,2,8,0.65
543887,531,225,440547,58,125,2,10,1.47
8031648,37,98,6292963,34,78,2,7,1.85
22184422,12,288,2493448,2730,78,4,8627,1.01
7179276,7,162,42047217,7,94,4,794,0.03
8056639,19,77,2211521,76,121,4,709,0.99
11109666,42,129,43993485,12,93,2,9,1.44
10013692,85,115,285885,103,113,2,9,0.36
15192497,9,104,10068898,8,105,4,500,0.7
2960200,72,98,1446440,103,234,2,8,1.2
45533083,27,77,7250886,126,119,3,326,0.14
14304432,14,256,26105851,65,127,1,5,1.56
22926,5084,534,128885,818,315,4,5299,0.15
21835208,194,186,3828261,74,84,4,1110,0.31
10622163,9,104,20174742,35,110,2,9,0.52
11826154,148,212,2769671,150,78,4,1566,0.85
25088654,98,97,1130386,230,115,1,5,1.42
17975055,64,97,41629428,21,85,4,475,0.99
21244012,157,117,25676,5208,399,2,25,0.03
617991,95,113,41756797,1,482,2,8,0.84
2022502,99,96,12184851,14,78,1,4,0.91
7442182,212,90,430140,238,170,4,1350,0.15
60966292,2,113,46385738,108,158,2,8,0.45
31306,553,195,20181911,24,91,4,926,0.0
2241015,185,167,218768,1058,281,3,669,1.17
1520925,209,108,1267713,165,110,3,454,0.3
5163690,16,609,48732,356,103,2,13,0.2
6926199,5,175,9861378,26,102,2,10,0.52
50977473,3,197,5380399,86,543,2,9,1.08
605476,109,138,1044396,680,316,4,3371,1.91
22326712,14,91,9451758,13,105,3,75,0.42
14620131,5,96,6871612,4,153,2,8,0.26
16045218,2,335,2154669,847,181,3,1286,1.42
21859939,22,158,2352414,264,173,3,239,0.24
1639116,8,132,489072,30,104,3,148,1.96
381613,175,97,68250747,16,148,4,500,2.14
21874678,52,99,21811250,2,145,4,436,1.24
433665,252,159,746584,780,436,4,4073,0.83
58491842,62,130,890798,66,84,1,5,0.34
284891,106,78,494878,598,291,3,298,0.11
68286,1671,147,15120848,30,81,4,664,0.78
106806,1096,235,1648694,81,122,4,1224,1.39
35750530,17,153,165302,608,189,4,3167,0.44
31653650,28,88,51356426,6,149,3,27,1.14
1722256,54,102,13449450,62,126,4,665,2.34
8872363,42,86,31446831,45,86,3,206,2.18
1024469,174,104,26653429,25,177,4,522,0.85
199021,17,88,6842601,153,77,4,1078,1.77
19897896,164,250,887273,50,105,4,1402,0.01
2403753,198,160,15134976,50,114,2,7,0.75
15424228,7,146,313807,130,283,1,4,0.65
3613019,23,89,11206685,93,145,4,741,2.92
6841383,5,121,56495434,1,169,2,9,1.88
420187,175,82,594488,95,126,3,313,1.48
1558050,54,114,4982339,8,102,3,58,0.02
759866,104,261,30611995,52,85,4,1343,2.69
8560653,128,78,99598,619,292,1,5,2.57
38761340,2,83,2432466,93,122,3,365,1.99
58428474,2,101,28763406,0,143,4,7,0.36
776450,118,113,67006520,1,121,3,10,3.07
304989,124,122,29025753,14,399,1,5,1.11
5059884,43,129,54382646,5,108,1,4,0.32
60890003,7,177,15719084,28,83,2,7,1.71
468301,318,286,729601,156,198,4,1767,1.23
18564020,9,79,8067620,38,78,2,8,0.68
16443524,578,150,46186571,1,164,4,10,0.39
115695,122,112,39822501,2,175,4,17,0.64
6184172,67,82,3433929,6,87,1,4,0.55
228543,77,109,2333767,66,97,3,265,0.25
16769310,91,565,6263915,112,151,2,10,2.6
498826,161,125,20128213,28,120,1,4,0.52
20303690,0,83,38677869,13,100,1,3,1.01
9477404,22,99,17452206,62,183,4,462,1.56
21474132,0,81,3039362,20,89,4,403,1.15
4671967,26,81,987082,108,78,1,4,1.99
67515624,3,206,1728368,65,96,4,1016,0.29
27089636,148,122,108882,145,82,3,500,2.0
25359723,6,146,1617310,4,397,2,9,1.85
28194758,12,378,55879649,2,452,1,5,1.67
16776693,25,90,17916764,13,98,4,450,0.17
126858,515,206,40791438,54,134,1,5,1.38
51787,907,283,58836642,4,143,2,8,2.94
3303845,153,194,4102998,55,93,4,1001,1.18
16844049,156,82,4550196,195,198,2,8,2.04
222745,336,114,1339490,87,185,2,8,1.25
1572931,5,587,8678772,26,128,2,10,1.59
16642581,165,134,27403542,144,113,1,4,1.83
34163793,0,212,2305889,129,208,2,8,0.66
6441905,10,158,347728,53,88,4,895,1.06
91021,125,77,1896708,5,716,3,29,1.03
19975,160,217,31186339,338,317,3,993,3.25
1676941,408,100,1085171,229,174,2,9,0.11
67558428,17,81,28846687,152,244,3,341,1.69
34484,2344,467,294525,129,107,4,2794,1.52
2312791,44,97,40065670,67,124,4,706,2.63
999864,22,87,27780267,54,84,2,8,1.97
1296348,132,111,48985280,0,235,3,7,1.04
8069267,13,103,44747859,31,103,2,6,0.27
323631,44,107,11100132,59,175,4,709,0.83
3824037,2,138,256830,116,104,3,478,1.02
2843774,94,82,357602,42,84,1,4,1.07
206996,362,196,358304,447,79,2,10,1.75
23568740,49,122,19597152,2,78,1,4,0.78
66196,249,191,53329907,13,115,3,59,0.79
7519203,1,84,13226655,22,314,2,7,2.71
27627381,2,101,15533822,49,83,4,584,1.63
36933129,23,347,5608198,10,80,2,8,1.27
302445,41,91,42798002,18,345,4,394,2.05
48205248,476,263,11495835,19,89,4,1104,1.39
44666352,11,264,4031992,51,108,3,209,2.6
13000994,12,142,7807989,47,79,1,5,1.62
14996132,3,97,1345804,63,86,1,4,2.78
41575462,46,94,3915448,52,112,4,470,1.82
18150167,30,100,24601745,42,152,2,9,1.51
28939090,103,97,59337759,3,203,3,19,1.57
3007169,63,88,150244,30,90,1,4,1.51
28307623,9,96,292222,444,127,4,2089,3.08
2276080,20,213,3171134,109,114,4,1212,0.85
1447838,79,84,535840,231,129,4,1380,1.11
170335,62,115,516498,122,78,3,543,2.57
1390924,138,131,13975802,22,81,3,91,1.45
4125832,50,134,18956166,1197,183,3,608,0.3
25792,854,223,64261388,3,138,4,85,2.05
10929149,109,123,373223,143,148,4,1157,1.25
3735404,64,129,17660329,42,114,1,4,0.15
1857752,405,190,4682782,76,126,1,5,0.9
59633437,0,92,15441707,14,104,1,4,1.29
2591396,27,90,18414971,145,101,1,5,0.36
19668464,61,379,7462491,35,152,4,815,1.07
114689,21,84,17724,140,131,2,9,2.76
45621,197,162,51268376,28,87,3,143,0.86
96981,224,127,7853519,22,94,2,8,1.76
2558409,49,98,3589031,88,88,2,8,0.2
176943,61,97,3246123,53,106,3,208,2.96
915499,131,111,254036,206,121,3,512,0.22
3060634,18,91,10941195,0,93,2,8,1.13
25086375,59,92,58323,1046,147,3,412,0.84
11836759,24,89,860274,8,156,4,362,2.66
4829056,30,151,46926514,124,116,1,4,1.55
6045475,77,101,37539297,64,160,1,4,2.89
13128758,3,938,6553975,402,98,1,8,0.76
65001999,3,166,420537,359,247,1,5,3.89
26539420,55,245,351197,140,83,1,5,0.59
25560780,10,128,30892,1002,351,2,11,2.8
1809013,30,116,2463383,122,663,1,4,1.06
4264001,352,230,14278837,46,224,2,7,0.34
57560706,335,113,32746317,59,82,4,740,2.05
36872074,3,385,2149316,102,78,1,6,1.69
1650253,29,132,56880192,82,240,3,332,0.29
6121312,107,99,40668041,125,94,3,429,0.62
393061,239,97,2813268,17,81,3,80,1.0
298608,1808,695,518131,70,248,3,390,3.06
14958673,146,141,59736167,17,119,3,74,1.27
35393508,34,163,60492720,1,84,2,8,0.34
647580,35,108,652501,810,172,1,4,3.1
1173631,51,83,3189050,50,83,2,7,0.59
2162018,101,193,14148802,87,92,2,8,1.69
804602,783,287,540136,112,107,3,452,2.26
520975,383,227,756707,647,117,2,11,1.68
176124,328,221,51773437,43,78,2,8,0.46
1425295,38,93,335396,57,222,2,8,0.52
154726,251,189,23835451,13,89,3,54,2.37
11452287,3,152,1181083,128,254,3,465,2.33
22036467,594,131,8702944,31,88,4,730,0.44
2226381,116,136,23437855,69,80,3,294,0.1
1826099,208,79,108053,729,217,3,326,1.24
165890,372,136,2088102,156,124,2,9,0.51
7364552,60,106,1687046,66,90,2,8,1.86
29078284,3,121,188800,278,234,1,4,1.19
4529709,104,205,22450493,35,136,3,133,0.53
17407005,30,113,4758082,166,137,3,441,1.98
49622755,112,606,3416327,47,127,2,11,3.11
4661459,168,88,3277627,30,80,1,4,1.98
385350,27,128,13635715,685,331,2,10,2.22
62710667,5,106,34951963,108,80,2,9,0.63
4863572,42,117,12924137,23,87,2,8,0.15
67723867,39,109,317673,486,131,4,2508,1.15
972195,10,117,2353814,20,111,1,4,0.34
466777,24,147,37508141,5,80,4,682,0.11
53123,1392,109,47405383,173,480,4,1237,0.52
36559959,2,187,109729,556,169,1,4,2.04
3466730,61,92,38265,386,110,2,9,1.07
49226137,50,95,35243086,1,85,2,7,0.02
29446059,1,81,38935104,82,94,4,666,2.14
67445633,222,157,1852270,221,83,4,1534,2.21
31524446,18,585,1380800,26,82,4,2299,1.37
484793,43,121,1054255,82,79,3,365,2.28
30862463,164,91,3901183,24,92,3,105,0.86
2233048,58,97,256927,268,230,3,448,1.81
26105851,65,127,196121,611,231,4,3315,1.56
38104157,90,111,8097974,108,142,3,437,0.88
46326192,46,106,41536864,3,85,4,63,1.94
50158301,14,152,63551,840,88,2,13,1.27
45449289,153,159,12918240,22,110,3,103,1.21
6313948,19,133,133439,166,112,2,11,0.45
32156511,11,112,24464,126,100,3,525,1.72
48992543,31,86,2795560,228,431,3,403,1.12
66183408,11,127,33405326,19,82,1,5,0.27
32495695,0,161,555791,544,127,2,11,0.11
40782634,88,105,408217,111,118,2,9,1.75
707114,213,170,11728537,22,1240,4,853,1.24
2307273,1,83,49891800,10,81,1,5,1.99
61730786,17,94,2425775,94,81,2,8,0.84
883489,132,112,91065,220,121,3,535,2.15
621599,159,141,2912165,28,115,4,728,0.7
54018643,4,81,54757105,6,100,2,8,0.98
10852495,214,111,42076015,22,84,1,7,1.6
58530806,7,77,142981,113,90,4,901,0.56
448312,707,141,2484600,57,100,1,6,0.73
3408502,135,106,3170659,49,124,2,8,1.13
34268043,19,102,56142356,121,220,2,8,1.21
33106364,51,90,1528126,10,223,1,5,2.09
579219,26,89,1405228,6,79,4,242,0.5
4646662,128,144,23759568,229,281,1,6,1.95
47714983,15,79,19031138,11,89,2,8,3.88
163661,62,82,149167,178,130,3,378,1.09
43052366,5,85,67236489,65,109,4,762,2.57
9956553,52,112,1925384,102,91,1,5,1.6
1124174,152,80,46689457,14,96,4,418,1.45
4349670,37,84,10039132,39,91,4,584,0.62
1731893,97,143,5295016,89,85,2,8,0.13
15621688,25,83,33118227,9,153,3,43,1.37
1569839,6,181,15168230,5,98,2,9,0.5
1432410,51,102,9808909,6,103,2,8,2.3
2115705,40,118,366294,201,100,2,9,0.68
47075812,8,79,44809872,3,92,4,90,1.47
13691311,104,109,32754248,199,85,2,8,0.18
36255605,33,197,2581263,19,112,4,504,0.81
165647,63,2608,74613,830,259,3,3442,0.04
571549,87,128,405928,103,98,4,1052,0.03
26636759,58,84,39916893,11,89,1,6,1.13
43236,612,198,12215324,15,83,4,996,0.29
526810,67,216,62703491,1,167,4,717,0.25
52479316,2,114,47750609,15,85,3,71,1.81
925473,156,195,30121100,2,180,4,283,0.99
31227414,15,91,11173229,18,77,4,592,2.48
24728812,42,92,1342896,83,107,1,4,0.89
10796915,13,90,6830511,18,85,1,5,1.81
1266178,7,98,3420302,117,180,4,868,0.09
730518,89,101,17704695,40,285,4,632,0.32
47077821,1,94,8442433,1,127,4,100,0.36
64082386,3,83,1142338,13,165,2,7,0.03
47485443,2,85,1020864,6,124,3,28,0.83
7660235,36,82,124970,43,111,1,3,1.72
627143,192,172,5727837,129,92,3,572,1.06
125182,103,134,2156973,283,242,3,618,0.39
26464628,6,135,3785646,81,183,3,428,0.15
66074467,3,149,733905,200,101,1,5,0.06
52191309,17,102,42097427,7,89,4,516,0.71
11300684,150,136,61656923,18,182,3,87,1.47
21585570,198,249,27370287,2,110,3,20,2.45
87851,588,232,13571230,12,282,4,1134,2.06
54383468,22,88,5943230,90,139,2,7,1.16
4920304,7,105,7421240,196,107,4,1159,1.07
3054895,48,99,1302448,282,305,1,5,0.1
9034420,702,245,20556085,15,95,2,9,1.16
5286937,28,108,1070,20,82,1,4,1.63
41820367,192,151,7743756,77,129,1,4,0.69
30094110,47,83,9571545,77,96,3,374,0.11
16516519,9,86,92689,211,197,1,6,1.21
49391788,78,88,125576,193,250,3,355,1.18
2672645,73,140,3064834,25,95,2,7,3.21
3358984,21,84,1759182,37,106,2,8,1.2
5576100,84,143,53078,953,229,2,12,1.47
1038153,70,98,2896941,1,218,4,13,0.52
2251245,40,192,31802315,35,79,2,7,1.93
1457187,261,130,21738697,7,92,3,35,0.85
1956304,121,83,15890347,40,456,2,7,2.21
2969247,372,317,29063333,1,166,1,6,1.6
