id
17998
10188471
27281550
27281579
27281597
68175423
26421705
983047
27281082
27281601
18699523
18699545
18699593
27281563
27281587
3357308
18699606
31735211
5399584
8337509
20882124
28378158
52974239
32672124
12697864
11858230
31429221
32453809
25636852
11858219
32454183
65855329
31429503
64174033
32434421
31333982
47333075
25182359
13836663
52484683
65854681
169152
2574560
220156
9714
32464963
11921877
47738065
2276041
11858210
28051320
33166237
11858212
61407919
31608064
350793
41600205
961028
236718
518602
65716034
64500965
32453612
63820668
64174066
5363082
309144
29881283
1980240
5879882
64174004
50915387
50891665
165647
32452030
65418949
4335197
65430463
2902581
57867647
38620930
31486665
32434183
38164778
12841932
5894536
31505050
31333128
30137384
65750611
46528064
42171914
26303179
3567893
32453967
37942064
294286
24947334
3189307
29010187
54588713
24676767
37847503
4997438
2143147
61183906
19843588
7076771
43426300
51466433
34167168
9581138
56207055
24973841
13772020
32451916
364285
26905588
42794414
32464788
3906991
12493136
1068443
38085381
3907051
3907024
1222985
19882489
58542328
10327336
64174093
53839660
14919682
25198790
58150649
67867254
52926
32927175
5175666
31907941
511222
38545576
4596804
37765747
39358632
6866802
3067782
59525027
31331661
39175565
62285019
40816753
5359064
14068380
413079
37853333
64166918
19292127
19290261
7418473
18789571
4894360
47094959
7418510
14670173
65976
13048654
49230285
15389710
39175744
1530392
3907012
59110646
66289476
9398580
31602517
147461
13591342
18822982
584985
67432936
10407900
39523146
44675550
43912450
4245735
1049354
1017199
11858215
53214
16686748
56063899
18984536
1383670
18892704
32671918
9715440
65047722
11393706
55057014
46977914
14670167
57932665
47216268
14065459
46784310
38762793
24957879
7281992
40095940
60572864
64500952
34832619
61445144
4158400
6321791
9300546
37840555
1810518
49514870
3750798
52484767
11290201
15565446
14670152
7954867
1579280
5739752
13976505
56497069
11393674
65829253
18843884
26588950
149671
6382769
743352
915493
36670758
18935398
66309360
1862533
38114084
5797378
6889037
2457206
47833209
49053224
32646306
29210566
24373708
27271278
29425430
19630336
31150714
888088
15510778
6969872
32646398
24373744
5506864
29930428
82052
37271625
26491796
60251337
43350069
39404836
29009316
1324925
40489201
31330846
466665
3264179
7924907
49023790
61389440
14322655
1356555
32647224
24904032
53719379
2902975
27397411
3779769
22936
2476072
37896295
12129187
102873
60048330
25547747
27403439
4220348
11858505
1570653
29121334
31015071
4524371
11858173
29009123
38664664
4432235
56813070
32783462
37968119
14508929
23033
650360
15510770
647857
11729078
586936
10107334
24178065
42725296
37048593
57730294
33287451
